'Constraint';'Template';'Activation';'Target';'Support';'Confidence level';'Interest factor'
'NotSuccession(01_BB_540, 01_HOOFD_120)';'NotSuccession';'01_BB_540';'01_HOOFD_120';1.000;0.386;0.233
'NotSuccession(01_BB_540, 01_HOOFD_130)';'NotSuccession';'01_BB_540';'01_HOOFD_130';1.000;0.204;0.123
'NotSuccession(01_BB_540, 01_HOOFD_180)';'NotSuccession';'01_BB_540';'01_HOOFD_180';1.000;0.603;0.557
'NotSuccession(01_BB_540, 01_HOOFD_190)';'NotSuccession';'01_BB_540';'01_HOOFD_190';1.000;0.128;0.077
'NotSuccession(01_BB_540, 01_HOOFD_190_1)';'NotSuccession';'01_BB_540';'01_HOOFD_190_1';1.000;0.070;0.042
'NotSuccession(01_BB_540, 01_HOOFD_190_2)';'NotSuccession';'01_BB_540';'01_HOOFD_190_2';1.000;0.066;0.040
'NotSuccession(01_BB_540, 01_HOOFD_193)';'NotSuccession';'01_BB_540';'01_HOOFD_193';1.000;0.075;0.045
'RespondedExistence(01_BB_540, 01_HOOFD_195)';'RespondedExistence';'01_BB_540';'01_HOOFD_195';0.844;0.509;0.362
'NotChainSuccession(01_BB_540, 01_HOOFD_195)';'NotChainSuccession';'01_BB_540';'01_HOOFD_195';1.000;0.603;0.429
'NotSuccession(01_BB_540, 01_HOOFD_196)';'NotSuccession';'01_BB_540';'01_HOOFD_196';1.000;0.274;0.165
'NotSuccession(01_BB_540, 01_HOOFD_200)';'NotSuccession';'01_BB_540';'01_HOOFD_200';1.000;0.603;0.506
'NotSuccession(01_BB_540, 01_HOOFD_205)';'NotSuccession';'01_BB_540';'01_HOOFD_205';1.000;0.128;0.077
'NotSuccession(01_BB_540, 01_HOOFD_250)';'NotSuccession';'01_BB_540';'01_HOOFD_250';1.000;0.361;0.218
'NotSuccession(01_BB_540, 01_HOOFD_250_0)';'NotSuccession';'01_BB_540';'01_HOOFD_250_0';1.000;0.096;0.058
'RespondedExistence(01_BB_540, 01_HOOFD_250_1)';'RespondedExistence';'01_BB_540';'01_HOOFD_250_1';0.506;0.305;0.115
'NotChainSuccession(01_BB_540, 01_HOOFD_250_1)';'NotChainSuccession';'01_BB_540';'01_HOOFD_250_1';1.000;0.377;0.227
'RespondedExistence(01_BB_540, 01_HOOFD_250_2)';'RespondedExistence';'01_BB_540';'01_HOOFD_250_2';0.509;0.307;0.116
'NotChainSuccession(01_BB_540, 01_HOOFD_250_2)';'NotChainSuccession';'01_BB_540';'01_HOOFD_250_2';1.000;0.379;0.229
'NotSuccession(01_BB_540, 01_HOOFD_260)';'NotSuccession';'01_BB_540';'01_HOOFD_260';1.000;0.355;0.214
'NotSuccession(01_BB_540, 01_HOOFD_270)';'NotSuccession';'01_BB_540';'01_HOOFD_270';1.000;0.194;0.117
'NotSuccession(01_BB_540, 01_HOOFD_330)';'NotSuccession';'01_BB_540';'01_HOOFD_330';1.000;0.603;0.450
'RespondedExistence(01_BB_540, 01_HOOFD_370)';'RespondedExistence';'01_BB_540';'01_HOOFD_370';0.997;0.601;0.442
'NotChainSuccession(01_BB_540, 01_HOOFD_370)';'NotChainSuccession';'01_BB_540';'01_HOOFD_370';1.000;0.603;0.443
'RespondedExistence(01_BB_540, 01_HOOFD_375)';'RespondedExistence';'01_BB_540';'01_HOOFD_375';0.998;0.602;0.496
'NotChainSuccession(01_BB_540, 01_HOOFD_375)';'NotChainSuccession';'01_BB_540';'01_HOOFD_375';1.000;0.603;0.497
'NotSuccession(01_BB_540, 01_HOOFD_380)';'NotSuccession';'01_BB_540';'01_HOOFD_380';1.000;0.603;0.501
'NotSuccession(01_BB_540, 01_HOOFD_430)';'NotSuccession';'01_BB_540';'01_HOOFD_430';1.000;0.603;0.453
'NotSuccession(01_BB_540, 01_HOOFD_440_1)';'NotSuccession';'01_BB_540';'01_HOOFD_440_1';1.000;0.078;0.047
'NotSuccession(01_BB_540, 01_HOOFD_440_2)';'NotSuccession';'01_BB_540';'01_HOOFD_440_2';1.000;0.078;0.047
'NotSuccession(01_BB_540, 01_HOOFD_445)';'NotSuccession';'01_BB_540';'01_HOOFD_445';1.000;0.078;0.047
'NotCoExistence(01_BB_540, 01_HOOFD_446)';'NotCoExistence';'01_BB_540';'01_HOOFD_446';1.000;0.068;0.041
'NotSuccession(01_BB_540, 01_HOOFD_450)';'NotSuccession';'01_BB_540';'01_HOOFD_450';1.000;0.053;0.032
'NotSuccession(01_BB_540, 01_HOOFD_455)';'NotSuccession';'01_BB_540';'01_HOOFD_455';1.000;0.053;0.032
'NotSuccession(01_BB_540, 01_HOOFD_460)';'NotSuccession';'01_BB_540';'01_HOOFD_460';1.000;0.078;0.047
'NotSuccession(01_BB_540, 01_HOOFD_465)';'NotSuccession';'01_BB_540';'01_HOOFD_465';1.000;0.078;0.047
'NotSuccession(01_BB_540, 01_HOOFD_470)';'NotSuccession';'01_BB_540';'01_HOOFD_470';1.000;0.241;0.145
'NotSuccession(01_BB_540, 01_HOOFD_480)';'NotSuccession';'01_BB_540';'01_HOOFD_480';1.000;0.603;0.456
'RespondedExistence(01_BB_540, 01_HOOFD_490_1)';'RespondedExistence';'01_BB_540';'01_HOOFD_490_1';1.000;0.603;0.497
'NotChainSuccession(01_BB_540, 01_HOOFD_490_1)';'NotChainSuccession';'01_BB_540';'01_HOOFD_490_1';1.000;0.603;0.497
'NotChainSuccession(01_BB_540, 01_HOOFD_490_1a)';'NotChainSuccession';'01_BB_540';'01_HOOFD_490_1a';1.000;0.413;0.249
'NotSuccession(01_BB_540, 01_HOOFD_490_2)';'NotSuccession';'01_BB_540';'01_HOOFD_490_2';1.000;0.603;0.482
'NotSuccession(01_BB_540, 01_HOOFD_490_3)';'NotSuccession';'01_BB_540';'01_HOOFD_490_3';1.000;0.274;0.166
'RespondedExistence(01_BB_540, 01_HOOFD_490_4)';'RespondedExistence';'01_BB_540';'01_HOOFD_490_4';0.512;0.309;0.144
'NotChainSuccession(01_BB_540, 01_HOOFD_490_4)';'NotChainSuccession';'01_BB_540';'01_HOOFD_490_4';1.000;0.466;0.281
'NotSuccession(01_BB_540, 01_HOOFD_490_5)';'NotSuccession';'01_BB_540';'01_HOOFD_490_5';1.000;0.430;0.259
'NotSuccession(01_BB_540, 01_HOOFD_490_5a)';'NotSuccession';'01_BB_540';'01_HOOFD_490_5a';1.000;0.401;0.242
'NotSuccession(01_BB_540, 01_HOOFD_491)';'NotSuccession';'01_BB_540';'01_HOOFD_491';1.000;0.542;0.327
'NotChainSuccession(01_BB_540, 01_HOOFD_494a)';'NotChainSuccession';'01_BB_540';'01_HOOFD_494a';1.000;0.404;0.243
'RespondedExistence(01_BB_540, 01_HOOFD_495)';'RespondedExistence';'01_BB_540';'01_HOOFD_495';0.820;0.495;0.330
'NotSuccession(01_BB_540, 01_HOOFD_495)';'NotSuccession';'01_BB_540';'01_HOOFD_495';0.999;0.602;0.401
'NotSuccession(01_BB_540, 01_HOOFD_500)';'NotSuccession';'01_BB_540';'01_HOOFD_500';1.000;0.509;0.307
'NotSuccession(01_BB_540, 01_HOOFD_510_0)';'NotSuccession';'01_BB_540';'01_HOOFD_510_0';1.000;0.406;0.245
'RespondedExistence(01_BB_540, 01_HOOFD_510_1)';'RespondedExistence';'01_BB_540';'01_HOOFD_510_1';1.000;0.603;0.488
'NotChainSuccession(01_BB_540, 01_HOOFD_510_1)';'NotChainSuccession';'01_BB_540';'01_HOOFD_510_1';1.000;0.603;0.488
'RespondedExistence(01_BB_540, 01_HOOFD_510_2)';'RespondedExistence';'01_BB_540';'01_HOOFD_510_2';1.000;0.603;0.489
'NotSuccession(01_BB_540, 01_HOOFD_510_2)';'NotSuccession';'01_BB_540';'01_HOOFD_510_2';0.999;0.602;0.488
'NotSuccession(01_BB_540, 01_HOOFD_510_2a)';'NotSuccession';'01_BB_540';'01_HOOFD_510_2a';1.000;0.402;0.242
'NotChainSuccession(01_BB_540, 01_HOOFD_510_3)';'NotChainSuccession';'01_BB_540';'01_HOOFD_510_3';0.998;0.437;0.264
'NotChainSuccession(01_BB_540, 01_HOOFD_510_4)';'NotChainSuccession';'01_BB_540';'01_HOOFD_510_4';1.000;0.435;0.262
'NotChainSuccession(01_BB_540, 01_HOOFD_515)';'NotChainSuccession';'01_BB_540';'01_HOOFD_515';0.998;0.437;0.264
'NotSuccession(01_BB_540, 01_HOOFD_516)';'NotSuccession';'01_BB_540';'01_HOOFD_516';0.997;0.063;0.038
'NotSuccession(01_BB_540, 01_HOOFD_519)';'NotSuccession';'01_BB_540';'01_HOOFD_519';1.000;0.216;0.130
'NotSuccession(01_BB_540, 01_HOOFD_520)';'NotSuccession';'01_BB_540';'01_HOOFD_520';1.000;0.384;0.231
'RespondedExistence(01_BB_540, 01_HOOFD_530)';'RespondedExistence';'01_BB_540';'01_HOOFD_530';0.510;0.308;0.115
'NotChainSuccession(01_BB_540, 01_HOOFD_530)';'NotChainSuccession';'01_BB_540';'01_HOOFD_530';1.000;0.372;0.224
'NotSuccession(01_BB_540, 01_HOOFD_540)';'NotSuccession';'01_BB_540';'01_HOOFD_540';1.000;0.083;0.050
'NotChainSuccession(01_BB_540, 01_HOOFD_809)';'NotChainSuccession';'01_BB_540';'01_HOOFD_809';0.846;0.254;0.153
'NotChainSuccession(01_BB_540, 01_HOOFD_809c)';'NotChainSuccession';'01_BB_540';'01_HOOFD_809c';0.861;0.172;0.104
'NotSuccession(01_BB_540, 01_HOOFD_810)';'NotSuccession';'01_BB_540';'01_HOOFD_810';1.000;0.060;0.036
'NotChainSuccession(01_BB_540, 01_HOOFD_811)';'NotChainSuccession';'01_BB_540';'01_HOOFD_811';0.978;0.075;0.045
'NotSuccession(01_BB_540, 02_DRZ_010)';'NotSuccession';'01_BB_540';'02_DRZ_010';1.000;0.603;0.412
'NotSuccession(01_BB_540, 03_GBH_005)';'NotSuccession';'01_BB_540';'03_GBH_005';1.000;0.603;0.404
'NotSuccession(01_BB_540, 04_BPT_005)';'NotSuccession';'01_BB_540';'04_BPT_005';1.000;0.603;0.413
'NotSuccession(01_BB_540, 04_BPT_010)';'NotSuccession';'01_BB_540';'04_BPT_010';1.000;0.104;0.063
'NotSuccession(01_BB_540, 04_BPT_020)';'NotSuccession';'01_BB_540';'04_BPT_020';1.000;0.116;0.070
'NotSuccession(01_BB_540, 04_BPT_021)';'NotSuccession';'01_BB_540';'04_BPT_021';1.000;0.063;0.038
'NotSuccession(01_BB_540, 04_BPT_029)';'NotSuccession';'01_BB_540';'04_BPT_029';1.000;0.063;0.038
'NotSuccession(01_BB_540, 04_BPT_030)';'NotSuccession';'01_BB_540';'04_BPT_030';1.000;0.109;0.066
'NotChainSuccession(01_BB_540, 05_EIND_010)';'NotChainSuccession';'01_BB_540';'05_EIND_010';1.000;0.360;0.217
'NotCoExistence(01_BB_540, 05_EIND_020)';'NotCoExistence';'01_BB_540';'05_EIND_020';1.000;0.072;0.044
'NotCoExistence(01_BB_540, 05_EIND_065)';'NotCoExistence';'01_BB_540';'05_EIND_065';1.000;0.051;0.031
'NotSuccession(01_BB_540, 06_VD_010)';'NotSuccession';'01_BB_540';'06_VD_010';1.000;0.304;0.183
'NotSuccession(01_BB_540, 07_OPS_010)';'NotSuccession';'01_BB_540';'07_OPS_010';1.000;0.196;0.118
'NotSuccession(01_BB_540, 08_AWB45_005)';'NotSuccession';'01_BB_540';'08_AWB45_005';1.000;0.513;0.309
'NotSuccession(01_BB_540, 08_AWB45_010)';'NotSuccession';'01_BB_540';'08_AWB45_010';1.000;0.184;0.111
'NotSuccession(01_BB_540, 08_AWB45_020_0)';'NotSuccession';'01_BB_540';'08_AWB45_020_0';1.000;0.083;0.050
'NotSuccession(01_BB_540, 08_AWB45_020_1)';'NotSuccession';'01_BB_540';'08_AWB45_020_1';1.000;0.179;0.108
'NotSuccession(01_BB_540, 08_AWB45_020_2)';'NotSuccession';'01_BB_540';'08_AWB45_020_2';1.000;0.179;0.108
'NotSuccession(01_BB_540, 08_AWB45_025)';'NotSuccession';'01_BB_540';'08_AWB45_025';1.000;0.103;0.062
'NotSuccession(01_BB_540, 08_AWB45_030)';'NotSuccession';'01_BB_540';'08_AWB45_030';1.000;0.166;0.100
'NotSuccession(01_BB_540, 08_AWB45_040)';'NotSuccession';'01_BB_540';'08_AWB45_040';1.000;0.139;0.084
'NotSuccession(01_BB_540, 08_AWB45_045)';'NotSuccession';'01_BB_540';'08_AWB45_045';1.000;0.078;0.047
'NotSuccession(01_BB_540, 08_AWB45_051_0)';'NotSuccession';'01_BB_540';'08_AWB45_051_0';1.000;0.076;0.046
'NotSuccession(01_BB_540, 09_AH_I_010)';'NotSuccession';'01_BB_540';'09_AH_I_010';1.000;0.603;0.501
'NotSuccession(01_BB_540, 09_AWB45_005)';'NotSuccession';'01_BB_540';'09_AWB45_005';1.000;0.124;0.075
'NotSuccession(01_BB_540, 10_UOV_010)';'NotSuccession';'01_BB_540';'10_UOV_010';1.000;0.078;0.047
'NotSuccession(01_BB_540, 10_UOV_030)';'NotSuccession';'01_BB_540';'10_UOV_030';1.000;0.078;0.047
'NotSuccession(01_BB_540, 10_UOV_050_1)';'NotSuccession';'01_BB_540';'10_UOV_050_1';1.000;0.076;0.046
'NotSuccession(01_BB_540, 10_UOV_050_2)';'NotSuccession';'01_BB_540';'10_UOV_050_2';1.000;0.078;0.047
'NotSuccession(01_BB_540, 10_UOV_060)';'NotSuccession';'01_BB_540';'10_UOV_060';1.000;0.074;0.045
'NotSuccession(01_BB_540, 11_AH_II_010)';'NotSuccession';'01_BB_540';'11_AH_II_010';1.000;0.593;0.357
'NotSuccession(01_BB_540, 13_CRD_010)';'NotSuccession';'01_BB_540';'13_CRD_010';1.000;0.413;0.249
'NotSuccession(01_BB_540, 14_VRIJ_010)';'NotSuccession';'01_BB_540';'14_VRIJ_010';0.997;0.151;0.091
'NotSuccession(01_BB_540, 16_LGSD_010)';'NotSuccession';'01_BB_540';'16_LGSD_010';1.000;0.315;0.190
'NotSuccession(01_BB_540, 16_LGSV_010)';'NotSuccession';'01_BB_540';'16_LGSV_010';1.000;0.353;0.213
'AlternatePrecedence(01_HOOFD_010, 01_BB_540)';'AlternatePrecedence';'01_BB_540';'01_HOOFD_010';1.000;0.999;0.602
'AlternatePrecedence(01_HOOFD_011, 01_BB_540)';'AlternatePrecedence';'01_BB_540';'01_HOOFD_011';0.635;0.435;0.262
'AlternatePrecedence(01_HOOFD_015, 01_BB_540)';'AlternatePrecedence';'01_BB_540';'01_HOOFD_015';1.000;0.998;0.602
'AlternatePrecedence(01_HOOFD_020, 01_BB_540)';'AlternatePrecedence';'01_BB_540';'01_HOOFD_020';1.000;0.997;0.601
'AlternatePrecedence(01_HOOFD_050, 01_BB_540)';'AlternatePrecedence';'01_BB_540';'01_HOOFD_050';0.510;0.213;0.129
'AlternatePrecedence(01_HOOFD_065_1, 01_BB_540)';'AlternatePrecedence';'01_BB_540';'01_HOOFD_065_1';0.986;0.938;0.566
'AlternatePrecedence(01_HOOFD_065_2, 01_BB_540)';'AlternatePrecedence';'01_BB_540';'01_HOOFD_065_2';0.932;0.835;0.503
'AlternatePrecedence(01_HOOFD_110, 01_BB_540)';'AlternatePrecedence';'01_BB_540';'01_HOOFD_110';0.510;0.203;0.122
'AlternatePrecedence(01_HOOFD_180, 01_BB_540)';'AlternatePrecedence';'01_BB_540';'01_HOOFD_180';0.998;0.923;0.556
'AlternatePrecedence(01_HOOFD_200, 01_BB_540)';'AlternatePrecedence';'01_BB_540';'01_HOOFD_200';0.997;0.837;0.505
'AlternatePrecedence(01_HOOFD_330, 01_BB_540)';'AlternatePrecedence';'01_BB_540';'01_HOOFD_330';0.926;0.690;0.416
'AlternatePrecedence(01_HOOFD_380, 01_BB_540)';'AlternatePrecedence';'01_BB_540';'01_HOOFD_380';1.000;0.830;0.501
'AlternatePrecedence(01_HOOFD_430, 01_BB_540)';'AlternatePrecedence';'01_BB_540';'01_HOOFD_430';1.000;0.751;0.453
'AlternatePrecedence(01_HOOFD_480, 01_BB_540)';'AlternatePrecedence';'01_BB_540';'01_HOOFD_480';1.000;0.757;0.456
'AlternatePrecedence(01_HOOFD_490_2, 01_BB_540)';'AlternatePrecedence';'01_BB_540';'01_HOOFD_490_2';0.978;0.782;0.472
'AlternatePrecedence(01_HOOFD_491, 01_BB_540)';'AlternatePrecedence';'01_BB_540';'01_HOOFD_491';0.639;0.347;0.209
'AlternatePrecedence(01_HOOFD_500, 01_BB_540)';'AlternatePrecedence';'01_BB_540';'01_HOOFD_500';0.543;0.277;0.167
'AlternatePrecedence(01_HOOFD_520, 01_BB_540)';'AlternatePrecedence';'01_BB_540';'01_HOOFD_520';0.526;0.202;0.122
'AlternatePrecedence(02_DRZ_010, 01_BB_540)';'AlternatePrecedence';'01_BB_540';'02_DRZ_010';0.635;0.434;0.262
'AlternatePrecedence(03_GBH_005, 01_BB_540)';'AlternatePrecedence';'01_BB_540';'03_GBH_005';0.816;0.546;0.329
'AlternatePrecedence(04_BPT_005, 01_BB_540)';'AlternatePrecedence';'01_BB_540';'04_BPT_005';0.639;0.438;0.264
'AlternatePrecedence(08_AWB45_005, 01_BB_540)';'AlternatePrecedence';'01_BB_540';'08_AWB45_005';0.510;0.262;0.158
'AlternatePrecedence(09_AH_I_010, 01_BB_540)';'AlternatePrecedence';'01_BB_540';'09_AH_I_010';1.000;0.830;0.501
'AlternatePrecedence(11_AH_II_010, 01_BB_540)';'AlternatePrecedence';'01_BB_540';'11_AH_II_010';0.688;0.408;0.246
'NotSuccession(01_BB_630, 01_BB_540)';'NotSuccession';'01_BB_630';'01_BB_540';1.000;0.072;0.044
'NotChainSuccession(01_BB_630, 01_BB_770)';'NotChainSuccession';'01_BB_630';'01_BB_770';0.943;0.068;0.029
'NotChainSuccession(01_BB_630, 01_BB_775)';'NotChainSuccession';'01_BB_630';'01_BB_775';0.971;0.070;0.022
'NotSuccession(01_BB_630, 01_HOOFD_010)';'NotSuccession';'01_BB_630';'01_HOOFD_010';1.000;0.072;0.072
'NotSuccession(01_BB_630, 01_HOOFD_011)';'NotSuccession';'01_BB_630';'01_HOOFD_011';1.000;0.072;0.049
'NotSuccession(01_BB_630, 01_HOOFD_015)';'NotSuccession';'01_BB_630';'01_HOOFD_015';1.000;0.072;0.072
'NotSuccession(01_BB_630, 01_HOOFD_020)';'NotSuccession';'01_BB_630';'01_HOOFD_020';1.000;0.072;0.072
'NotSuccession(01_BB_630, 01_HOOFD_040)';'NotSuccession';'01_BB_630';'01_HOOFD_040';1.000;0.072;0.022
'NotSuccession(01_BB_630, 01_HOOFD_050)';'NotSuccession';'01_BB_630';'01_HOOFD_050';1.000;0.072;0.030
'NotSuccession(01_BB_630, 01_HOOFD_060)';'NotSuccession';'01_BB_630';'01_HOOFD_060';1.000;0.072;0.022
'NotSuccession(01_BB_630, 01_HOOFD_061)';'NotSuccession';'01_BB_630';'01_HOOFD_061';1.000;0.072;0.036
'NotSuccession(01_BB_630, 01_HOOFD_065_0)';'NotSuccession';'01_BB_630';'01_HOOFD_065_0';1.000;0.072;0.037
'NotSuccession(01_BB_630, 01_HOOFD_065_1)';'NotSuccession';'01_BB_630';'01_HOOFD_065_1';1.000;0.072;0.069
'NotSuccession(01_BB_630, 01_HOOFD_065_2)';'NotSuccession';'01_BB_630';'01_HOOFD_065_2';1.000;0.072;0.065
'NotChainSuccession(01_BB_630, 01_HOOFD_101)';'NotChainSuccession';'01_BB_630';'01_HOOFD_101';1.000;0.072;0.021
'NotSuccession(01_BB_630, 01_HOOFD_110)';'NotSuccession';'01_BB_630';'01_HOOFD_110';1.000;0.072;0.029
'NotSuccession(01_BB_630, 01_HOOFD_110_0)';'NotSuccession';'01_BB_630';'01_HOOFD_110_0';1.000;0.072;0.036
'NotSuccession(01_BB_630, 01_HOOFD_120)';'NotSuccession';'01_BB_630';'01_HOOFD_120';1.000;0.072;0.028
'NotSuccession(01_BB_630, 01_HOOFD_180)';'NotSuccession';'01_BB_630';'01_HOOFD_180';1.000;0.072;0.067
'NotSuccession(01_BB_630, 01_HOOFD_195)';'NotSuccession';'01_BB_630';'01_HOOFD_195';1.000;0.072;0.051
'NotSuccession(01_BB_630, 01_HOOFD_200)';'NotSuccession';'01_BB_630';'01_HOOFD_200';1.000;0.072;0.061
'NotSuccession(01_BB_630, 01_HOOFD_250)';'NotSuccession';'01_BB_630';'01_HOOFD_250';1.000;0.072;0.026
'NotSuccession(01_BB_630, 01_HOOFD_250_1)';'NotSuccession';'01_BB_630';'01_HOOFD_250_1';1.000;0.072;0.027
'NotSuccession(01_BB_630, 01_HOOFD_250_2)';'NotSuccession';'01_BB_630';'01_HOOFD_250_2';1.000;0.072;0.027
'NotSuccession(01_BB_630, 01_HOOFD_260)';'NotSuccession';'01_BB_630';'01_HOOFD_260';1.000;0.072;0.026
'NotSuccession(01_BB_630, 01_HOOFD_330)';'NotSuccession';'01_BB_630';'01_HOOFD_330';1.000;0.072;0.054
'NotSuccession(01_BB_630, 01_HOOFD_370)';'NotSuccession';'01_BB_630';'01_HOOFD_370';1.000;0.072;0.053
'NotSuccession(01_BB_630, 01_HOOFD_375)';'NotSuccession';'01_BB_630';'01_HOOFD_375';1.000;0.072;0.059
'NotSuccession(01_BB_630, 01_HOOFD_380)';'NotSuccession';'01_BB_630';'01_HOOFD_380';1.000;0.072;0.060
'NotSuccession(01_BB_630, 01_HOOFD_430)';'NotSuccession';'01_BB_630';'01_HOOFD_430';1.000;0.072;0.054
'NotSuccession(01_BB_630, 01_HOOFD_480)';'NotSuccession';'01_BB_630';'01_HOOFD_480';1.000;0.072;0.055
'NotChainSuccession(01_BB_630, 01_HOOFD_490_1)';'NotChainSuccession';'01_BB_630';'01_HOOFD_490_1';1.000;0.072;0.059
'NotSuccession(01_BB_630, 01_HOOFD_490_1a)';'NotSuccession';'01_BB_630';'01_HOOFD_490_1a';1.000;0.072;0.030
'NotSuccession(01_BB_630, 01_HOOFD_490_2)';'NotSuccession';'01_BB_630';'01_HOOFD_490_2';1.000;0.072;0.058
'NotChainSuccession(01_BB_630, 01_HOOFD_490_4)';'NotChainSuccession';'01_BB_630';'01_HOOFD_490_4';0.997;0.072;0.034
'NotChainSuccession(01_BB_630, 01_HOOFD_490_5)';'NotChainSuccession';'01_BB_630';'01_HOOFD_490_5';1.000;0.072;0.031
'NotChainSuccession(01_BB_630, 01_HOOFD_490_5a)';'NotChainSuccession';'01_BB_630';'01_HOOFD_490_5a';1.000;0.072;0.029
'NotSuccession(01_BB_630, 01_HOOFD_491)';'NotSuccession';'01_BB_630';'01_HOOFD_491';1.000;0.072;0.039
'NotSuccession(01_BB_630, 01_HOOFD_494a)';'NotSuccession';'01_BB_630';'01_HOOFD_494a';1.000;0.072;0.029
'RespondedExistence(01_BB_630, 01_HOOFD_495)';'RespondedExistence';'01_BB_630';'01_HOOFD_495';0.897;0.065;0.043
'NotChainSuccession(01_BB_630, 01_HOOFD_495)';'NotChainSuccession';'01_BB_630';'01_HOOFD_495';1.000;0.072;0.048
'NotSuccession(01_BB_630, 01_HOOFD_500)';'NotSuccession';'01_BB_630';'01_HOOFD_500';1.000;0.072;0.037
'NotSuccession(01_BB_630, 01_HOOFD_510_0)';'NotSuccession';'01_BB_630';'01_HOOFD_510_0';1.000;0.072;0.029
'RespondedExistence(01_BB_630, 01_HOOFD_510_1)';'RespondedExistence';'01_BB_630';'01_HOOFD_510_1';0.962;0.069;0.056
'NotChainSuccession(01_BB_630, 01_HOOFD_510_1)';'NotChainSuccession';'01_BB_630';'01_HOOFD_510_1';1.000;0.072;0.058
'RespondedExistence(01_BB_630, 01_HOOFD_510_2)';'RespondedExistence';'01_BB_630';'01_HOOFD_510_2';1.000;0.072;0.058
'NotChainSuccession(01_BB_630, 01_HOOFD_510_2)';'NotChainSuccession';'01_BB_630';'01_HOOFD_510_2';0.996;0.072;0.058
'NotChainSuccession(01_BB_630, 01_HOOFD_510_2a)';'NotChainSuccession';'01_BB_630';'01_HOOFD_510_2a';1.000;0.072;0.029
'NotChainSuccession(01_BB_630, 01_HOOFD_510_3)';'NotChainSuccession';'01_BB_630';'01_HOOFD_510_3';0.993;0.072;0.031
'NotChainSuccession(01_BB_630, 01_HOOFD_510_4)';'NotChainSuccession';'01_BB_630';'01_HOOFD_510_4';0.993;0.072;0.031
