'Constraint';'Template';'Activation';'Target';'Support';'Confidence level';'Interest factor'
'NotChainSuccession(01_BB_540, 01_HOOFD_061)';'NotChainSuccession';'01_BB_540';'01_HOOFD_061';0.998;0.403;0.251
'NotChainSuccession(01_BB_540, 01_HOOFD_065_0)';'NotChainSuccession';'01_BB_540';'01_HOOFD_065_0';1.000;0.442;0.276
'NotSuccession(01_BB_540, 01_HOOFD_065_1)';'NotSuccession';'01_BB_540';'01_HOOFD_065_1';1.000;0.554;0.346
'NotSuccession(01_BB_540, 01_HOOFD_065_2)';'NotSuccession';'01_BB_540';'01_HOOFD_065_2';1.000;0.553;0.345
'NotSuccession(01_BB_540, 01_HOOFD_090)';'NotSuccession';'01_BB_540';'01_HOOFD_090';1.000;0.338;0.211
'NotSuccession(01_BB_540, 01_HOOFD_099)';'NotSuccession';'01_BB_540';'01_HOOFD_099';1.000;0.084;0.052
'NotSuccession(01_BB_540, 01_HOOFD_100)';'NotSuccession';'01_BB_540';'01_HOOFD_100';1.000;0.177;0.110
'NotChainSuccession(01_BB_540, 01_HOOFD_101)';'NotChainSuccession';'01_BB_540';'01_HOOFD_101';1.000;0.209;0.130
'NotChainSuccession(01_BB_540, 01_HOOFD_101b)';'NotChainSuccession';'01_BB_540';'01_HOOFD_101b';0.983;0.227;0.142
'NotSuccession(01_BB_540, 01_HOOFD_110)';'NotSuccession';'01_BB_540';'01_HOOFD_110';1.000;0.385;0.240
'NotChainSuccession(01_BB_540, 01_HOOFD_110_0)';'NotChainSuccession';'01_BB_540';'01_HOOFD_110_0';0.995;0.414;0.258
'NotChainSuccession(01_BB_540, 01_HOOFD_110_1)';'NotChainSuccession';'01_BB_540';'01_HOOFD_110_1';1.000;0.327;0.204
'NotChainSuccession(01_BB_540, 01_HOOFD_110_2)';'NotChainSuccession';'01_BB_540';'01_HOOFD_110_2';1.000;0.337;0.210
'NotSuccession(01_BB_540, 01_HOOFD_120)';'NotSuccession';'01_BB_540';'01_HOOFD_120';1.000;0.371;0.232
'NotSuccession(01_BB_540, 01_HOOFD_130)';'NotSuccession';'01_BB_540';'01_HOOFD_130';1.000;0.292;0.182
'RespondedExistence(01_BB_540, 01_HOOFD_180)';'RespondedExistence';'01_BB_540';'01_HOOFD_180';1.000;0.624;0.571
'NotChainSuccession(01_BB_540, 01_HOOFD_180)';'NotChainSuccession';'01_BB_540';'01_HOOFD_180';1.000;0.624;0.571
'NotSuccession(01_BB_540, 01_HOOFD_190)';'NotSuccession';'01_BB_540';'01_HOOFD_190';1.000;0.105;0.065
'NotSuccession(01_BB_540, 01_HOOFD_190_1)';'NotSuccession';'01_BB_540';'01_HOOFD_190_1';1.000;0.120;0.075
'NotSuccession(01_BB_540, 01_HOOFD_190_2)';'NotSuccession';'01_BB_540';'01_HOOFD_190_2';1.000;0.121;0.076
'RespondedExistence(01_BB_540, 01_HOOFD_195)';'RespondedExistence';'01_BB_540';'01_HOOFD_195';0.827;0.516;0.376
'NotChainSuccession(01_BB_540, 01_HOOFD_195)';'NotChainSuccession';'01_BB_540';'01_HOOFD_195';1.000;0.624;0.454
'NotSuccession(01_BB_540, 01_HOOFD_196)';'NotSuccession';'01_BB_540';'01_HOOFD_196';1.000;0.284;0.177
'RespondedExistence(01_BB_540, 01_HOOFD_200)';'RespondedExistence';'01_BB_540';'01_HOOFD_200';1.000;0.624;0.531
'NotChainSuccession(01_BB_540, 01_HOOFD_200)';'NotChainSuccession';'01_BB_540';'01_HOOFD_200';1.000;0.624;0.531
'NotSuccession(01_BB_540, 01_HOOFD_205)';'NotSuccession';'01_BB_540';'01_HOOFD_205';1.000;0.121;0.076
'NotSuccession(01_BB_540, 01_HOOFD_250)';'NotSuccession';'01_BB_540';'01_HOOFD_250';1.000;0.326;0.203
'NotSuccession(01_BB_540, 01_HOOFD_250_0)';'NotSuccession';'01_BB_540';'01_HOOFD_250_0';1.000;0.133;0.083
'RespondedExistence(01_BB_540, 01_HOOFD_250_1)';'RespondedExistence';'01_BB_540';'01_HOOFD_250_1';0.561;0.350;0.172
'NotChainSuccession(01_BB_540, 01_HOOFD_250_1)';'NotChainSuccession';'01_BB_540';'01_HOOFD_250_1';1.000;0.492;0.307
'RespondedExistence(01_BB_540, 01_HOOFD_250_2)';'RespondedExistence';'01_BB_540';'01_HOOFD_250_2';0.561;0.350;0.172
'NotChainSuccession(01_BB_540, 01_HOOFD_250_2)';'NotChainSuccession';'01_BB_540';'01_HOOFD_250_2';1.000;0.492;0.307
'NotSuccession(01_BB_540, 01_HOOFD_260)';'NotSuccession';'01_BB_540';'01_HOOFD_260';1.000;0.325;0.202
'NotSuccession(01_BB_540, 01_HOOFD_270)';'NotSuccession';'01_BB_540';'01_HOOFD_270';1.000;0.252;0.157
'RespondedExistence(01_BB_540, 01_HOOFD_330)';'RespondedExistence';'01_BB_540';'01_HOOFD_330';0.923;0.576;0.435
'NotChainSuccession(01_BB_540, 01_HOOFD_330)';'NotChainSuccession';'01_BB_540';'01_HOOFD_330';1.000;0.624;0.472
'RespondedExistence(01_BB_540, 01_HOOFD_370)';'RespondedExistence';'01_BB_540';'01_HOOFD_370';0.867;0.541;0.382
'NotChainSuccession(01_BB_540, 01_HOOFD_370)';'NotChainSuccession';'01_BB_540';'01_HOOFD_370';1.000;0.624;0.440
'RespondedExistence(01_BB_540, 01_HOOFD_375)';'RespondedExistence';'01_BB_540';'01_HOOFD_375';1.000;0.624;0.523
'NotChainSuccession(01_BB_540, 01_HOOFD_375)';'NotChainSuccession';'01_BB_540';'01_HOOFD_375';1.000;0.624;0.523
'RespondedExistence(01_BB_540, 01_HOOFD_380)';'RespondedExistence';'01_BB_540';'01_HOOFD_380';1.000;0.624;0.523
'NotChainSuccession(01_BB_540, 01_HOOFD_380)';'NotChainSuccession';'01_BB_540';'01_HOOFD_380';1.000;0.624;0.523
'RespondedExistence(01_BB_540, 01_HOOFD_430)';'RespondedExistence';'01_BB_540';'01_HOOFD_430';1.000;0.624;0.433
'NotChainSuccession(01_BB_540, 01_HOOFD_430)';'NotChainSuccession';'01_BB_540';'01_HOOFD_430';1.000;0.624;0.433
'NotChainSuccession(01_BB_540, 01_HOOFD_440_1)';'NotChainSuccession';'01_BB_540';'01_HOOFD_440_1';1.000;0.171;0.106
'NotChainSuccession(01_BB_540, 01_HOOFD_440_1a)';'NotChainSuccession';'01_BB_540';'01_HOOFD_440_1a';1.000;0.050;0.031
'NotChainSuccession(01_BB_540, 01_HOOFD_440_2)';'NotChainSuccession';'01_BB_540';'01_HOOFD_440_2';1.000;0.167;0.104
'NotChainSuccession(01_BB_540, 01_HOOFD_445)';'NotChainSuccession';'01_BB_540';'01_HOOFD_445';1.000;0.166;0.103
'NotSuccession(01_BB_540, 01_HOOFD_446)';'NotSuccession';'01_BB_540';'01_HOOFD_446';1.000;0.126;0.079
'NotSuccession(01_BB_540, 01_HOOFD_450)';'NotSuccession';'01_BB_540';'01_HOOFD_450';1.000;0.123;0.076
'NotSuccession(01_BB_540, 01_HOOFD_451)';'NotSuccession';'01_BB_540';'01_HOOFD_451';1.000;0.050;0.031
'NotSuccession(01_BB_540, 01_HOOFD_455)';'NotSuccession';'01_BB_540';'01_HOOFD_455';1.000;0.123;0.076
'NotChainSuccession(01_BB_540, 01_HOOFD_460)';'NotChainSuccession';'01_BB_540';'01_HOOFD_460';1.000;0.165;0.103
'NotSuccession(01_BB_540, 01_HOOFD_465)';'NotSuccession';'01_BB_540';'01_HOOFD_465';0.997;0.164;0.102
'NotSuccession(01_BB_540, 01_HOOFD_470)';'NotSuccession';'01_BB_540';'01_HOOFD_470';1.000;0.212;0.132
'RespondedExistence(01_BB_540, 01_HOOFD_480)';'RespondedExistence';'01_BB_540';'01_HOOFD_480';1.000;0.624;0.433
'NotChainSuccession(01_BB_540, 01_HOOFD_480)';'NotChainSuccession';'01_BB_540';'01_HOOFD_480';0.998;0.623;0.432
'RespondedExistence(01_BB_540, 01_HOOFD_490_1)';'RespondedExistence';'01_BB_540';'01_HOOFD_490_1';1.000;0.624;0.514
'NotChainSuccession(01_BB_540, 01_HOOFD_490_1)';'NotChainSuccession';'01_BB_540';'01_HOOFD_490_1';1.000;0.624;0.514
'NotChainSuccession(01_BB_540, 01_HOOFD_490_1a)';'NotChainSuccession';'01_BB_540';'01_HOOFD_490_1a';0.998;0.366;0.228
'RespondedExistence(01_BB_540, 01_HOOFD_490_2)';'RespondedExistence';'01_BB_540';'01_HOOFD_490_2';0.992;0.619;0.483
'NotChainSuccession(01_BB_540, 01_HOOFD_490_2)';'NotChainSuccession';'01_BB_540';'01_HOOFD_490_2';0.998;0.623;0.486
'NotChainSuccession(01_BB_540, 01_HOOFD_490_3)';'NotChainSuccession';'01_BB_540';'01_HOOFD_490_3';1.000;0.258;0.161
'RespondedExistence(01_BB_540, 01_HOOFD_490_4)';'RespondedExistence';'01_BB_540';'01_HOOFD_490_4';0.578;0.361;0.185
'NotChainSuccession(01_BB_540, 01_HOOFD_490_4)';'NotChainSuccession';'01_BB_540';'01_HOOFD_490_4';0.998;0.513;0.320
'RespondedExistence(01_BB_540, 01_HOOFD_490_5)';'RespondedExistence';'01_BB_540';'01_HOOFD_490_5';0.565;0.352;0.161
'NotChainSuccession(01_BB_540, 01_HOOFD_490_5)';'NotChainSuccession';'01_BB_540';'01_HOOFD_490_5';1.000;0.458;0.286
'NotChainSuccession(01_BB_540, 01_HOOFD_490_5a)';'NotChainSuccession';'01_BB_540';'01_HOOFD_490_5a';1.000;0.356;0.222
'RespondedExistence(01_BB_540, 01_HOOFD_491)';'RespondedExistence';'01_BB_540';'01_HOOFD_491';0.690;0.430;0.241
'NotChainSuccession(01_BB_540, 01_HOOFD_491)';'NotChainSuccession';'01_BB_540';'01_HOOFD_491';1.000;0.560;0.349
'NotChainSuccession(01_BB_540, 01_HOOFD_494a)';'NotChainSuccession';'01_BB_540';'01_HOOFD_494a';0.988;0.357;0.223
'RespondedExistence(01_BB_540, 01_HOOFD_495)';'RespondedExistence';'01_BB_540';'01_HOOFD_495';0.788;0.492;0.322
'NotChainSuccession(01_BB_540, 01_HOOFD_495)';'NotChainSuccession';'01_BB_540';'01_HOOFD_495';1.000;0.624;0.409
'RespondedExistence(01_BB_540, 01_HOOFD_500)';'RespondedExistence';'01_BB_540';'01_HOOFD_500';0.642;0.400;0.205
'NotChainSuccession(01_BB_540, 01_HOOFD_500)';'NotChainSuccession';'01_BB_540';'01_HOOFD_500';1.000;0.513;0.320
'NotSuccession(01_BB_540, 01_HOOFD_505)';'NotSuccession';'01_BB_540';'01_HOOFD_505';1.000;0.088;0.055
'NotSuccession(01_BB_540, 01_HOOFD_510_0)';'NotSuccession';'01_BB_540';'01_HOOFD_510_0';1.000;0.358;0.223
'RespondedExistence(01_BB_540, 01_HOOFD_510_1)';'RespondedExistence';'01_BB_540';'01_HOOFD_510_1';0.983;0.613;0.488
'NotChainSuccession(01_BB_540, 01_HOOFD_510_1)';'NotChainSuccession';'01_BB_540';'01_HOOFD_510_1';0.995;0.621;0.494
'RespondedExistence(01_BB_540, 01_HOOFD_510_2)';'RespondedExistence';'01_BB_540';'01_HOOFD_510_2';1.000;0.624;0.505
'NotChainSuccession(01_BB_540, 01_HOOFD_510_2)';'NotChainSuccession';'01_BB_540';'01_HOOFD_510_2';1.000;0.624;0.505
'NotChainSuccession(01_BB_540, 01_HOOFD_510_2a)';'NotChainSuccession';'01_BB_540';'01_HOOFD_510_2a';0.998;0.357;0.223
'RespondedExistence(01_BB_540, 01_HOOFD_510_3)';'RespondedExistence';'01_BB_540';'01_HOOFD_510_3';0.570;0.356;0.165
'NotChainSuccession(01_BB_540, 01_HOOFD_510_3)';'NotChainSuccession';'01_BB_540';'01_HOOFD_510_3';0.993;0.461;0.287
'RespondedExistence(01_BB_540, 01_HOOFD_510_4)';'RespondedExistence';'01_BB_540';'01_HOOFD_510_4';0.553;0.345;0.155
'NotChainSuccession(01_BB_540, 01_HOOFD_510_4)';'NotChainSuccession';'01_BB_540';'01_HOOFD_510_4';0.998;0.449;0.280
'RespondedExistence(01_BB_540, 01_HOOFD_515)';'RespondedExistence';'01_BB_540';'01_HOOFD_515';0.570;0.356;0.165
'NotChainSuccession(01_BB_540, 01_HOOFD_515)';'NotChainSuccession';'01_BB_540';'01_HOOFD_515';1.000;0.464;0.289
'NotSuccession(01_BB_540, 01_HOOFD_516)';'NotSuccession';'01_BB_540';'01_HOOFD_516';1.000;0.149;0.093
'NotSuccession(01_BB_540, 01_HOOFD_519)';'NotSuccession';'01_BB_540';'01_HOOFD_519';1.000;0.200;0.124
'NotSuccession(01_BB_540, 01_HOOFD_520)';'NotSuccession';'01_BB_540';'01_HOOFD_520';1.000;0.346;0.216
'NotChainSuccession(01_BB_540, 01_HOOFD_530)';'NotChainSuccession';'01_BB_540';'01_HOOFD_530';0.998;0.338;0.211
'NotChainSuccession(01_BB_540, 01_HOOFD_530b)';'NotChainSuccession';'01_BB_540';'01_HOOFD_530b';0.968;0.134;0.084
'NotSuccession(01_BB_540, 01_HOOFD_532_0)';'NotSuccession';'01_BB_540';'01_HOOFD_532_0';1.000;0.124;0.077
'NotSuccession(01_BB_540, 01_HOOFD_540)';'NotSuccession';'01_BB_540';'01_HOOFD_540';1.000;0.117;0.073
'NotChainSuccession(01_BB_540, 01_HOOFD_790)';'NotChainSuccession';'01_BB_540';'01_HOOFD_790';0.972;0.124;0.077
'NotChainSuccession(01_BB_540, 01_HOOFD_800)';'NotChainSuccession';'01_BB_540';'01_HOOFD_800';0.973;0.074;0.046
'NotChainSuccession(01_BB_540, 01_HOOFD_805)';'NotChainSuccession';'01_BB_540';'01_HOOFD_805';0.986;0.070;0.044
'NotChainSuccession(01_BB_540, 01_HOOFD_809)';'NotChainSuccession';'01_BB_540';'01_HOOFD_809';0.934;0.230;0.144
'NotChainSuccession(01_BB_540, 01_HOOFD_809c)';'NotChainSuccession';'01_BB_540';'01_HOOFD_809c';0.969;0.139;0.086
'RespondedExistence(01_BB_540, 01_HOOFD_810)';'RespondedExistence';'01_BB_540';'01_HOOFD_810';0.788;0.492;0.323
'NotChainSuccession(01_BB_540, 01_HOOFD_810)';'NotChainSuccession';'01_BB_540';'01_HOOFD_810';0.953;0.595;0.390
'NotChainSuccession(01_BB_540, 01_HOOFD_811)';'NotChainSuccession';'01_BB_540';'01_HOOFD_811';0.940;0.311;0.194
'AlternateResponse(01_BB_540, 01_HOOFD_814)';'AlternateResponse';'01_BB_540';'01_HOOFD_814';0.557;0.347;0.147
'NotChainSuccession(01_BB_540, 01_HOOFD_814)';'NotChainSuccession';'01_BB_540';'01_HOOFD_814';0.924;0.391;0.244
'AlternateResponse(01_BB_540, 01_HOOFD_815)';'AlternateResponse';'01_BB_540';'01_HOOFD_815';0.557;0.347;0.147
'NotChainSuccession(01_BB_540, 01_HOOFD_815)';'NotChainSuccession';'01_BB_540';'01_HOOFD_815';0.947;0.401;0.250
'AlternateResponse(01_BB_540, 01_HOOFD_820)';'AlternateResponse';'01_BB_540';'01_HOOFD_820';0.738;0.460;0.279
'NotChainSuccession(01_BB_540, 01_HOOFD_820)';'NotChainSuccession';'01_BB_540';'01_HOOFD_820';0.947;0.575;0.359
'RespondedExistence(01_BB_540, 02_DRZ_010)';'RespondedExistence';'01_BB_540';'02_DRZ_010';0.669;0.417;0.291
'NotChainSuccession(01_BB_540, 02_DRZ_010)';'NotChainSuccession';'01_BB_540';'02_DRZ_010';1.000;0.624;0.435
'RespondedExistence(01_BB_540, 03_GBH_005)';'RespondedExistence';'01_BB_540';'03_GBH_005';0.555;0.346;0.177
'NotChainSuccession(01_BB_540, 03_GBH_005)';'NotChainSuccession';'01_BB_540';'03_GBH_005';1.000;0.512;0.319
'RespondedExistence(01_BB_540, 04_BPT_005)';'RespondedExistence';'01_BB_540';'04_BPT_005';0.674;0.421;0.304
'NotChainSuccession(01_BB_540, 04_BPT_005)';'NotChainSuccession';'01_BB_540';'04_BPT_005';1.000;0.624;0.451
'NotSuccession(01_BB_540, 04_BPT_010)';'NotSuccession';'01_BB_540';'04_BPT_010';1.000;0.228;0.142
'NotSuccession(01_BB_540, 04_BPT_020)';'NotSuccession';'01_BB_540';'04_BPT_020';1.000;0.250;0.156
'NotSuccession(01_BB_540, 04_BPT_021)';'NotSuccession';'01_BB_540';'04_BPT_021';1.000;0.151;0.094
'NotSuccession(01_BB_540, 04_BPT_029)';'NotSuccession';'01_BB_540';'04_BPT_029';1.000;0.151;0.094
'NotSuccession(01_BB_540, 04_BPT_030)';'NotSuccession';'01_BB_540';'04_BPT_030';1.000;0.234;0.146
'RespondedExistence(01_BB_540, 05_EIND_010)';'RespondedExistence';'01_BB_540';'05_EIND_010';0.703;0.439;0.279
'NotChainSuccession(01_BB_540, 05_EIND_010)';'NotChainSuccession';'01_BB_540';'05_EIND_010';1.000;0.624;0.397
'NotSuccession(01_BB_540, 06_VD_010)';'NotSuccession';'01_BB_540';'06_VD_010';1.000;0.335;0.209
'NotSuccession(01_BB_540, 06_VD_020)';'NotSuccession';'01_BB_540';'06_VD_020';1.000;0.091;0.057
'NotSuccession(01_BB_540, 06_VD_030_1)';'NotSuccession';'01_BB_540';'06_VD_030_1';1.000;0.091;0.057
'NotSuccession(01_BB_540, 06_VD_030_2)';'NotSuccession';'01_BB_540';'06_VD_030_2';1.000;0.089;0.055
'NotSuccession(01_BB_540, 06_VD_030_4)';'NotSuccession';'01_BB_540';'06_VD_030_4';1.000;0.050;0.031
'NotSuccession(01_BB_540, 06_VD_060_2)';'NotSuccession';'01_BB_540';'06_VD_060_2';1.000;0.056;0.035
'NotSuccession(01_BB_540, 07_OPS_010)';'NotSuccession';'01_BB_540';'07_OPS_010';1.000;0.108;0.067
'RespondedExistence(01_BB_540, 08_AWB45_005)';'RespondedExistence';'01_BB_540';'08_AWB45_005';0.572;0.357;0.198
'NotChainSuccession(01_BB_540, 08_AWB45_005)';'NotChainSuccession';'01_BB_540';'08_AWB45_005';0.996;0.552;0.344
'NotSuccession(01_BB_540, 08_AWB45_010)';'NotSuccession';'01_BB_540';'08_AWB45_010';1.000;0.209;0.130
'NotSuccession(01_BB_540, 08_AWB45_020_0)';'NotSuccession';'01_BB_540';'08_AWB45_020_0';1.000;0.073;0.046
'NotSuccession(01_BB_540, 08_AWB45_020_1)';'NotSuccession';'01_BB_540';'08_AWB45_020_1';1.000;0.206;0.128
'NotSuccession(01_BB_540, 08_AWB45_020_2)';'NotSuccession';'01_BB_540';'08_AWB45_020_2';1.000;0.204;0.127
'NotSuccession(01_BB_540, 08_AWB45_025)';'NotSuccession';'01_BB_540';'08_AWB45_025';1.000;0.120;0.075
'NotSuccession(01_BB_540, 08_AWB45_030)';'NotSuccession';'01_BB_540';'08_AWB45_030';1.000;0.189;0.118
'NotSuccession(01_BB_540, 08_AWB45_040)';'NotSuccession';'01_BB_540';'08_AWB45_040';1.000;0.160;0.100
'NotSuccession(01_BB_540, 08_AWB45_045)';'NotSuccession';'01_BB_540';'08_AWB45_045';1.000;0.089;0.055
'NotSuccession(01_BB_540, 08_AWB45_051_0)';'NotSuccession';'01_BB_540';'08_AWB45_051_0';1.000;0.079;0.049
'RespondedExistence(01_BB_540, 09_AH_I_010)';'RespondedExistence';'01_BB_540';'09_AH_I_010';1.000;0.624;0.523
'NotChainSuccession(01_BB_540, 09_AH_I_010)';'NotChainSuccession';'01_BB_540';'09_AH_I_010';1.000;0.624;0.523
'NotSuccession(01_BB_540, 09_AWB45_005)';'NotSuccession';'01_BB_540';'09_AWB45_005';1.000;0.109;0.068
'NotSuccession(01_BB_540, 10_UOV_010)';'NotSuccession';'01_BB_540';'10_UOV_010';1.000;0.163;0.102
'NotSuccession(01_BB_540, 10_UOV_030)';'NotSuccession';'01_BB_540';'10_UOV_030';1.000;0.153;0.095
'NotSuccession(01_BB_540, 10_UOV_035)';'NotSuccession';'01_BB_540';'10_UOV_035';1.000;0.072;0.045
'NotSuccession(01_BB_540, 10_UOV_039)';'NotSuccession';'01_BB_540';'10_UOV_039';1.000;0.064;0.040
'NotSuccession(01_BB_540, 10_UOV_040)';'NotSuccession';'01_BB_540';'10_UOV_040';1.000;0.085;0.053
'NotSuccession(01_BB_540, 10_UOV_045)';'NotSuccession';'01_BB_540';'10_UOV_045';1.000;0.093;0.058
'NotSuccession(01_BB_540, 10_UOV_050_1)';'NotSuccession';'01_BB_540';'10_UOV_050_1';1.000;0.154;0.096
'NotSuccession(01_BB_540, 10_UOV_050_2)';'NotSuccession';'01_BB_540';'10_UOV_050_2';1.000;0.161;0.100
'NotSuccession(01_BB_540, 10_UOV_050_3)';'NotSuccession';'01_BB_540';'10_UOV_050_3';1.000;0.069;0.043
'NotSuccession(01_BB_540, 10_UOV_060)';'NotSuccession';'01_BB_540';'10_UOV_060';1.000;0.161;0.100
'NotCoExistence(01_BB_540, 10_UOV_180)';'NotCoExistence';'01_BB_540';'10_UOV_180';1.000;0.076;0.047
'NotSuccession(01_BB_540, 10_UOV_210)';'NotSuccession';'01_BB_540';'10_UOV_210';1.000;0.060;0.037
'RespondedExistence(01_BB_540, 11_AH_II_010)';'RespondedExistence';'01_BB_540';'11_AH_II_010';0.688;0.429;0.260
'NotChainSuccession(01_BB_540, 11_AH_II_010)';'NotChainSuccession';'01_BB_540';'11_AH_II_010';1.000;0.607;0.379
'NotChainSuccession(01_BB_540, 13_CRD_010)';'NotChainSuccession';'01_BB_540';'13_CRD_010';1.000;0.351;0.219
'NotSuccession(01_BB_540, 14_VRIJ_010)';'NotSuccession';'01_BB_540';'14_VRIJ_010';1.000;0.109;0.068
'NotSuccession(01_BB_540, 15_NGV_010)';'NotSuccession';'01_BB_540';'15_NGV_010';1.000;0.070;0.043
'NotSuccession(01_BB_540, 16_LGSD_010)';'NotSuccession';'01_BB_540';'16_LGSD_010';1.000;0.219;0.136
'NotChainSuccession(01_BB_540, 16_LGSV_010)';'NotChainSuccession';'01_BB_540';'16_LGSV_010';1.000;0.292;0.182
'AlternatePrecedence(01_HOOFD_065_1, 01_BB_540)';'AlternatePrecedence';'01_BB_540';'01_HOOFD_065_1';0.584;0.323;0.202
'AlternatePrecedence(01_HOOFD_065_2, 01_BB_540)';'AlternatePrecedence';'01_BB_540';'01_HOOFD_065_2';0.584;0.323;0.201
'AtMost2(01_BB_630)';'AtMost2';'01_BB_630';;1.000;0.147;0.022
'NotChainSuccession(01_BB_630, 01_BB_540)';'NotChainSuccession';'01_BB_630';'01_BB_540';1.000;0.147;0.091
'RespondedExistence(01_BB_630, 01_BB_770)';'RespondedExistence';'01_BB_630';'01_BB_770';0.959;0.141;0.104
'NotChainSuccession(01_BB_630, 01_BB_770)';'NotChainSuccession';'01_BB_630';'01_BB_770';0.940;0.138;0.102
'NotChainSuccession(01_BB_630, 01_BB_775)';'NotChainSuccession';'01_BB_630';'01_BB_775';0.955;0.140;0.058
'NotSuccession(01_BB_630, 01_HOOFD_010)';'NotSuccession';'01_BB_630';'01_HOOFD_010';1.000;0.147;0.146
'NotSuccession(01_BB_630, 01_HOOFD_011)';'NotSuccession';'01_BB_630';'01_HOOFD_011';1.000;0.147;0.104
'NotSuccession(01_BB_630, 01_HOOFD_015)';'NotSuccession';'01_BB_630';'01_HOOFD_015';1.000;0.147;0.146
'NotSuccession(01_BB_630, 01_HOOFD_020)';'NotSuccession';'01_BB_630';'01_HOOFD_020';1.000;0.147;0.146
'NotSuccession(01_BB_630, 01_HOOFD_030_1)';'NotSuccession';'01_BB_630';'01_HOOFD_030_1';1.000;0.147;0.139
'NotSuccession(01_BB_630, 01_HOOFD_030_2)';'NotSuccession';'01_BB_630';'01_HOOFD_030_2';1.000;0.147;0.138
'NotSuccession(01_BB_630, 01_HOOFD_040)';'NotSuccession';'01_BB_630';'01_HOOFD_040';1.000;0.147;0.041
'NotSuccession(01_BB_630, 01_HOOFD_050)';'NotSuccession';'01_BB_630';'01_HOOFD_050';1.000;0.147;0.062
'NotSuccession(01_BB_630, 01_HOOFD_060)';'NotSuccession';'01_BB_630';'01_HOOFD_060';1.000;0.147;0.041
'NotSuccession(01_BB_630, 01_HOOFD_061)';'NotSuccession';'01_BB_630';'01_HOOFD_061';1.000;0.147;0.059
