'Constraint';'Template';'Activation';'Target';'Support';'Confidence level';'Interest factor'
'NotChainSuccession(01_HOOFD_010, 01_HOOFD_090)';'NotChainSuccession';'01_HOOFD_010';'01_HOOFD_090';1.000;0.216;0.216
'NotChainSuccession(01_HOOFD_010, 01_HOOFD_099)';'NotChainSuccession';'01_HOOFD_010';'01_HOOFD_099';1.000;0.071;0.071
'NotChainSuccession(01_HOOFD_010, 01_HOOFD_100)';'NotChainSuccession';'01_HOOFD_010';'01_HOOFD_100';0.992;0.175;0.175
'NotChainSuccession(01_HOOFD_010, 01_HOOFD_101)';'NotChainSuccession';'01_HOOFD_010';'01_HOOFD_101';0.996;0.181;0.181
'NotChainSuccession(01_HOOFD_010, 01_HOOFD_110)';'NotChainSuccession';'01_HOOFD_010';'01_HOOFD_110';1.000;0.358;0.358
'NotChainSuccession(01_HOOFD_010, 01_HOOFD_110_0)';'NotChainSuccession';'01_HOOFD_010';'01_HOOFD_110_0';1.000;0.440;0.440
'NotChainSuccession(01_HOOFD_010, 01_HOOFD_110_1)';'NotChainSuccession';'01_HOOFD_010';'01_HOOFD_110_1';1.000;0.160;0.160
'NotChainSuccession(01_HOOFD_010, 01_HOOFD_110_2)';'NotChainSuccession';'01_HOOFD_010';'01_HOOFD_110_2';1.000;0.160;0.160
'NotChainSuccession(01_HOOFD_010, 01_HOOFD_120)';'NotChainSuccession';'01_HOOFD_010';'01_HOOFD_120';1.000;0.356;0.356
'NotChainSuccession(01_HOOFD_010, 01_HOOFD_130)';'NotChainSuccession';'01_HOOFD_010';'01_HOOFD_130';1.000;0.207;0.207
'AlternateResponse(01_HOOFD_010, 01_HOOFD_180)';'AlternateResponse';'01_HOOFD_010';'01_HOOFD_180';0.900;0.900;0.810
'NotChainSuccession(01_HOOFD_010, 01_HOOFD_180)';'NotChainSuccession';'01_HOOFD_010';'01_HOOFD_180';1.000;0.900;0.900
'NotChainSuccession(01_HOOFD_010, 01_HOOFD_190)';'NotChainSuccession';'01_HOOFD_010';'01_HOOFD_190';1.000;0.127;0.127
'NotChainSuccession(01_HOOFD_010, 01_HOOFD_190_1)';'NotChainSuccession';'01_HOOFD_010';'01_HOOFD_190_1';1.000;0.114;0.114
'NotChainSuccession(01_HOOFD_010, 01_HOOFD_190_2)';'NotChainSuccession';'01_HOOFD_010';'01_HOOFD_190_2';1.000;0.108;0.108
'NotChainSuccession(01_HOOFD_010, 01_HOOFD_193)';'NotChainSuccession';'01_HOOFD_010';'01_HOOFD_193';1.000;0.081;0.081
'AlternateResponse(01_HOOFD_010, 01_HOOFD_195)';'AlternateResponse';'01_HOOFD_010';'01_HOOFD_195';0.689;0.689;0.475
'NotChainSuccession(01_HOOFD_010, 01_HOOFD_195)';'NotChainSuccession';'01_HOOFD_010';'01_HOOFD_195';1.000;0.689;0.689
'NotChainSuccession(01_HOOFD_010, 01_HOOFD_196)';'NotChainSuccession';'01_HOOFD_010';'01_HOOFD_196';1.000;0.288;0.288
'AlternateResponse(01_HOOFD_010, 01_HOOFD_200)';'AlternateResponse';'01_HOOFD_010';'01_HOOFD_200';0.835;0.835;0.698
'NotChainSuccession(01_HOOFD_010, 01_HOOFD_200)';'NotChainSuccession';'01_HOOFD_010';'01_HOOFD_200';1.000;0.835;0.835
'NotChainSuccession(01_HOOFD_010, 01_HOOFD_205)';'NotChainSuccession';'01_HOOFD_010';'01_HOOFD_205';1.000;0.148;0.148
'NotChainSuccession(01_HOOFD_010, 01_HOOFD_250)';'NotChainSuccession';'01_HOOFD_010';'01_HOOFD_250';1.000;0.330;0.330
'NotChainSuccession(01_HOOFD_010, 01_HOOFD_250_0)';'NotChainSuccession';'01_HOOFD_010';'01_HOOFD_250_0';1.000;0.126;0.126
'NotChainSuccession(01_HOOFD_010, 01_HOOFD_250_1)';'NotChainSuccession';'01_HOOFD_010';'01_HOOFD_250_1';1.000;0.375;0.375
'NotChainSuccession(01_HOOFD_010, 01_HOOFD_250_2)';'NotChainSuccession';'01_HOOFD_010';'01_HOOFD_250_2';1.000;0.376;0.376
'NotChainSuccession(01_HOOFD_010, 01_HOOFD_260)';'NotChainSuccession';'01_HOOFD_010';'01_HOOFD_260';1.000;0.329;0.329
'NotChainSuccession(01_HOOFD_010, 01_HOOFD_270)';'NotChainSuccession';'01_HOOFD_010';'01_HOOFD_270';1.000;0.189;0.189
'AlternateResponse(01_HOOFD_010, 01_HOOFD_330)';'AlternateResponse';'01_HOOFD_010';'01_HOOFD_330';0.741;0.741;0.549
'NotChainSuccession(01_HOOFD_010, 01_HOOFD_330)';'NotChainSuccession';'01_HOOFD_010';'01_HOOFD_330';1.000;0.741;0.741
'AlternateResponse(01_HOOFD_010, 01_HOOFD_370)';'AlternateResponse';'01_HOOFD_010';'01_HOOFD_370';0.705;0.705;0.497
'NotChainSuccession(01_HOOFD_010, 01_HOOFD_370)';'NotChainSuccession';'01_HOOFD_010';'01_HOOFD_370';1.000;0.705;0.705
'AlternateResponse(01_HOOFD_010, 01_HOOFD_375)';'AlternateResponse';'01_HOOFD_010';'01_HOOFD_375';0.826;0.826;0.682
'NotChainSuccession(01_HOOFD_010, 01_HOOFD_375)';'NotChainSuccession';'01_HOOFD_010';'01_HOOFD_375';1.000;0.826;0.826
'AlternateResponse(01_HOOFD_010, 01_HOOFD_380)';'AlternateResponse';'01_HOOFD_010';'01_HOOFD_380';0.830;0.830;0.688
'NotChainSuccession(01_HOOFD_010, 01_HOOFD_380)';'NotChainSuccession';'01_HOOFD_010';'01_HOOFD_380';1.000;0.830;0.830
'AlternateResponse(01_HOOFD_010, 01_HOOFD_430)';'AlternateResponse';'01_HOOFD_010';'01_HOOFD_430';0.750;0.750;0.563
'NotChainSuccession(01_HOOFD_010, 01_HOOFD_430)';'NotChainSuccession';'01_HOOFD_010';'01_HOOFD_430';1.000;0.750;0.750
'NotChainSuccession(01_HOOFD_010, 01_HOOFD_440_1)';'NotChainSuccession';'01_HOOFD_010';'01_HOOFD_440_1';1.000;0.079;0.079
'NotChainSuccession(01_HOOFD_010, 01_HOOFD_440_2)';'NotChainSuccession';'01_HOOFD_010';'01_HOOFD_440_2';1.000;0.079;0.079
'NotChainSuccession(01_HOOFD_010, 01_HOOFD_445)';'NotChainSuccession';'01_HOOFD_010';'01_HOOFD_445';1.000;0.079;0.079
'NotChainSuccession(01_HOOFD_010, 01_HOOFD_446)';'NotChainSuccession';'01_HOOFD_010';'01_HOOFD_446';1.000;0.067;0.067
'NotChainSuccession(01_HOOFD_010, 01_HOOFD_450)';'NotChainSuccession';'01_HOOFD_010';'01_HOOFD_450';1.000;0.060;0.060
'NotChainSuccession(01_HOOFD_010, 01_HOOFD_455)';'NotChainSuccession';'01_HOOFD_010';'01_HOOFD_455';1.000;0.060;0.060
'NotChainSuccession(01_HOOFD_010, 01_HOOFD_460)';'NotChainSuccession';'01_HOOFD_010';'01_HOOFD_460';1.000;0.076;0.076
'NotChainSuccession(01_HOOFD_010, 01_HOOFD_465)';'NotChainSuccession';'01_HOOFD_010';'01_HOOFD_465';1.000;0.076;0.076
'NotChainSuccession(01_HOOFD_010, 01_HOOFD_470)';'NotChainSuccession';'01_HOOFD_010';'01_HOOFD_470';1.000;0.253;0.253
'AlternateResponse(01_HOOFD_010, 01_HOOFD_480)';'AlternateResponse';'01_HOOFD_010';'01_HOOFD_480';0.751;0.751;0.564
'NotChainSuccession(01_HOOFD_010, 01_HOOFD_480)';'NotChainSuccession';'01_HOOFD_010';'01_HOOFD_480';1.000;0.751;0.751
'AlternateResponse(01_HOOFD_010, 01_HOOFD_490_1)';'AlternateResponse';'01_HOOFD_010';'01_HOOFD_490_1';0.813;0.813;0.660
'NotChainSuccession(01_HOOFD_010, 01_HOOFD_490_1)';'NotChainSuccession';'01_HOOFD_010';'01_HOOFD_490_1';1.000;0.813;0.813
'NotChainSuccession(01_HOOFD_010, 01_HOOFD_490_1a)';'NotChainSuccession';'01_HOOFD_010';'01_HOOFD_490_1a';1.000;0.385;0.385
'AlternateResponse(01_HOOFD_010, 01_HOOFD_490_2)';'AlternateResponse';'01_HOOFD_010';'01_HOOFD_490_2';0.785;0.785;0.616
'NotChainSuccession(01_HOOFD_010, 01_HOOFD_490_2)';'NotChainSuccession';'01_HOOFD_010';'01_HOOFD_490_2';1.000;0.785;0.785
'NotChainSuccession(01_HOOFD_010, 01_HOOFD_490_3)';'NotChainSuccession';'01_HOOFD_010';'01_HOOFD_490_3';0.999;0.281;0.281
'NotChainSuccession(01_HOOFD_010, 01_HOOFD_490_4)';'NotChainSuccession';'01_HOOFD_010';'01_HOOFD_490_4';1.000;0.485;0.485
'NotChainSuccession(01_HOOFD_010, 01_HOOFD_490_5)';'NotChainSuccession';'01_HOOFD_010';'01_HOOFD_490_5';1.000;0.452;0.452
'NotChainSuccession(01_HOOFD_010, 01_HOOFD_490_5a)';'NotChainSuccession';'01_HOOFD_010';'01_HOOFD_490_5a';0.999;0.376;0.376
'AlternateResponse(01_HOOFD_010, 01_HOOFD_491)';'AlternateResponse';'01_HOOFD_010';'01_HOOFD_491';0.517;0.517;0.268
'NotChainSuccession(01_HOOFD_010, 01_HOOFD_491)';'NotChainSuccession';'01_HOOFD_010';'01_HOOFD_491';1.000;0.517;0.517
'NotChainSuccession(01_HOOFD_010, 01_HOOFD_494a)';'NotChainSuccession';'01_HOOFD_010';'01_HOOFD_494a';1.000;0.379;0.379
'AlternateResponse(01_HOOFD_010, 01_HOOFD_495)';'AlternateResponse';'01_HOOFD_010';'01_HOOFD_495';0.635;0.635;0.403
'NotChainSuccession(01_HOOFD_010, 01_HOOFD_495)';'NotChainSuccession';'01_HOOFD_010';'01_HOOFD_495';1.000;0.635;0.635
'AlternateResponse(01_HOOFD_010, 01_HOOFD_500)';'AlternateResponse';'01_HOOFD_010';'01_HOOFD_500';0.528;0.528;0.279
'NotChainSuccession(01_HOOFD_010, 01_HOOFD_500)';'NotChainSuccession';'01_HOOFD_010';'01_HOOFD_500';1.000;0.528;0.528
'NotChainSuccession(01_HOOFD_010, 01_HOOFD_510_0)';'NotChainSuccession';'01_HOOFD_010';'01_HOOFD_510_0';1.000;0.371;0.371
'AlternateResponse(01_HOOFD_010, 01_HOOFD_510_1)';'AlternateResponse';'01_HOOFD_010';'01_HOOFD_510_1';0.743;0.743;0.552
'NotChainSuccession(01_HOOFD_010, 01_HOOFD_510_1)';'NotChainSuccession';'01_HOOFD_010';'01_HOOFD_510_1';1.000;0.743;0.743
'RespondedExistence(01_HOOFD_010, 01_HOOFD_510_2)';'RespondedExistence';'01_HOOFD_010';'01_HOOFD_510_2';0.752;0.752;0.566
'NotChainSuccession(01_HOOFD_010, 01_HOOFD_510_2)';'NotChainSuccession';'01_HOOFD_010';'01_HOOFD_510_2';0.999;0.752;0.752
'NotChainSuccession(01_HOOFD_010, 01_HOOFD_510_2a)';'NotChainSuccession';'01_HOOFD_010';'01_HOOFD_510_2a';1.000;0.345;0.345
'NotChainSuccession(01_HOOFD_010, 01_HOOFD_510_3)';'NotChainSuccession';'01_HOOFD_010';'01_HOOFD_510_3';1.000;0.430;0.430
'NotChainSuccession(01_HOOFD_010, 01_HOOFD_510_4)';'NotChainSuccession';'01_HOOFD_010';'01_HOOFD_510_4';1.000;0.419;0.419
'NotChainSuccession(01_HOOFD_010, 01_HOOFD_515)';'NotChainSuccession';'01_HOOFD_010';'01_HOOFD_515';1.000;0.429;0.429
'NotChainSuccession(01_HOOFD_010, 01_HOOFD_516)';'NotChainSuccession';'01_HOOFD_010';'01_HOOFD_516';1.000;0.106;0.106
'NotChainSuccession(01_HOOFD_010, 01_HOOFD_519)';'NotChainSuccession';'01_HOOFD_010';'01_HOOFD_519';1.000;0.183;0.183
'NotChainSuccession(01_HOOFD_010, 01_HOOFD_520)';'NotChainSuccession';'01_HOOFD_010';'01_HOOFD_520';1.000;0.231;0.231
'NotChainSuccession(01_HOOFD_010, 01_HOOFD_530)';'NotChainSuccession';'01_HOOFD_010';'01_HOOFD_530';1.000;0.211;0.211
'NotChainSuccession(01_HOOFD_010, 01_HOOFD_540)';'NotChainSuccession';'01_HOOFD_010';'01_HOOFD_540';1.000;0.082;0.082
'RespondedExistence(01_HOOFD_010, 02_DRZ_010)';'RespondedExistence';'01_HOOFD_010';'02_DRZ_010';0.627;0.627;0.394
'NotChainSuccession(01_HOOFD_010, 02_DRZ_010)';'NotChainSuccession';'01_HOOFD_010';'02_DRZ_010';0.997;0.626;0.626
'RespondedExistence(01_HOOFD_010, 03_GBH_005)';'RespondedExistence';'01_HOOFD_010';'03_GBH_005';0.645;0.645;0.416
'NotChainSuccession(01_HOOFD_010, 03_GBH_005)';'NotChainSuccession';'01_HOOFD_010';'03_GBH_005';0.975;0.629;0.629
'RespondedExistence(01_HOOFD_010, 04_BPT_005)';'RespondedExistence';'01_HOOFD_010';'04_BPT_005';0.648;0.648;0.420
'NotChainSuccession(01_HOOFD_010, 04_BPT_005)';'NotChainSuccession';'01_HOOFD_010';'04_BPT_005';1.000;0.648;0.648
'NotChainSuccession(01_HOOFD_010, 04_BPT_010)';'NotChainSuccession';'01_HOOFD_010';'04_BPT_010';0.999;0.095;0.095
'NotChainSuccession(01_HOOFD_010, 04_BPT_020)';'NotChainSuccession';'01_HOOFD_010';'04_BPT_020';1.000;0.106;0.106
'NotChainSuccession(01_HOOFD_010, 04_BPT_030)';'NotChainSuccession';'01_HOOFD_010';'04_BPT_030';1.000;0.101;0.101
'NotChainSuccession(01_HOOFD_010, 05_EIND_010)';'NotChainSuccession';'01_HOOFD_010';'05_EIND_010';1.000;0.319;0.319
'NotChainSuccession(01_HOOFD_010, 06_VD_010)';'NotChainSuccession';'01_HOOFD_010';'06_VD_010';1.000;0.311;0.311
'NotChainSuccession(01_HOOFD_010, 07_OPS_010)';'NotChainSuccession';'01_HOOFD_010';'07_OPS_010';1.000;0.134;0.134
'AlternateResponse(01_HOOFD_010, 08_AWB45_005)';'AlternateResponse';'01_HOOFD_010';'08_AWB45_005';0.549;0.549;0.302
'NotChainSuccession(01_HOOFD_010, 08_AWB45_005)';'NotChainSuccession';'01_HOOFD_010';'08_AWB45_005';1.000;0.549;0.549
'NotChainSuccession(01_HOOFD_010, 08_AWB45_010)';'NotChainSuccession';'01_HOOFD_010';'08_AWB45_010';1.000;0.216;0.216
'NotChainSuccession(01_HOOFD_010, 08_AWB45_020_0)';'NotChainSuccession';'01_HOOFD_010';'08_AWB45_020_0';1.000;0.094;0.094
'NotChainSuccession(01_HOOFD_010, 08_AWB45_020_1)';'NotChainSuccession';'01_HOOFD_010';'08_AWB45_020_1';1.000;0.205;0.205
'NotChainSuccession(01_HOOFD_010, 08_AWB45_020_2)';'NotChainSuccession';'01_HOOFD_010';'08_AWB45_020_2';0.994;0.202;0.202
'NotChainSuccession(01_HOOFD_010, 08_AWB45_025)';'NotChainSuccession';'01_HOOFD_010';'08_AWB45_025';1.000;0.147;0.147
'NotChainSuccession(01_HOOFD_010, 08_AWB45_030)';'NotChainSuccession';'01_HOOFD_010';'08_AWB45_030';1.000;0.194;0.194
'NotChainSuccession(01_HOOFD_010, 08_AWB45_040)';'NotChainSuccession';'01_HOOFD_010';'08_AWB45_040';0.999;0.162;0.162
'NotChainSuccession(01_HOOFD_010, 08_AWB45_045)';'NotChainSuccession';'01_HOOFD_010';'08_AWB45_045';1.000;0.117;0.117
'NotChainSuccession(01_HOOFD_010, 08_AWB45_051_0)';'NotChainSuccession';'01_HOOFD_010';'08_AWB45_051_0';1.000;0.102;0.102
'AlternateResponse(01_HOOFD_010, 09_AH_I_010)';'AlternateResponse';'01_HOOFD_010';'09_AH_I_010';0.831;0.831;0.691
'NotChainSuccession(01_HOOFD_010, 09_AH_I_010)';'NotChainSuccession';'01_HOOFD_010';'09_AH_I_010';1.000;0.831;0.831
'NotChainSuccession(01_HOOFD_010, 09_AWB45_005)';'NotChainSuccession';'01_HOOFD_010';'09_AWB45_005';1.000;0.076;0.076
'NotChainSuccession(01_HOOFD_010, 10_UOV_010)';'NotChainSuccession';'01_HOOFD_010';'10_UOV_010';1.000;0.075;0.075
'NotChainSuccession(01_HOOFD_010, 10_UOV_030)';'NotChainSuccession';'01_HOOFD_010';'10_UOV_030';1.000;0.056;0.056
'NotChainSuccession(01_HOOFD_010, 10_UOV_050_1)';'NotChainSuccession';'01_HOOFD_010';'10_UOV_050_1';1.000;0.052;0.052
'NotChainSuccession(01_HOOFD_010, 10_UOV_050_2)';'NotChainSuccession';'01_HOOFD_010';'10_UOV_050_2';1.000;0.060;0.060
'NotChainSuccession(01_HOOFD_010, 10_UOV_060)';'NotChainSuccession';'01_HOOFD_010';'10_UOV_060';1.000;0.057;0.057
'AlternateResponse(01_HOOFD_010, 11_AH_II_010)';'AlternateResponse';'01_HOOFD_010';'11_AH_II_010';0.542;0.542;0.294
'NotChainSuccession(01_HOOFD_010, 11_AH_II_010)';'NotChainSuccession';'01_HOOFD_010';'11_AH_II_010';1.000;0.542;0.542
'NotChainSuccession(01_HOOFD_010, 12_AP_010)';'NotChainSuccession';'01_HOOFD_010';'12_AP_010';1.000;0.062;0.062
'NotChainSuccession(01_HOOFD_010, 13_CRD_010)';'NotChainSuccession';'01_HOOFD_010';'13_CRD_010';1.000;0.356;0.356
'NotChainSuccession(01_HOOFD_010, 14_VRIJ_010)';'NotChainSuccession';'01_HOOFD_010';'14_VRIJ_010';1.000;0.137;0.137
'NotChainSuccession(01_HOOFD_010, 15_NGV_010)';'NotChainSuccession';'01_HOOFD_010';'15_NGV_010';1.000;0.072;0.072
'AtLeast1(01_HOOFD_011)';'AtLeast1';'01_HOOFD_011';;0.666;0.443;0.295
'AtMost1(01_HOOFD_011)';'AtMost1';'01_HOOFD_011';;1.000;0.666;0.443
'RespondedExistence(01_HOOFD_011, 01_HOOFD_010)';'RespondedExistence';'01_HOOFD_011';'01_HOOFD_010';1.000;0.666;0.666
'NotChainSuccession(01_HOOFD_011, 01_HOOFD_010)';'NotChainSuccession';'01_HOOFD_011';'01_HOOFD_010';1.000;0.666;0.666
'AlternateResponse(01_HOOFD_011, 01_HOOFD_015)';'AlternateResponse';'01_HOOFD_011';'01_HOOFD_015';1.000;0.666;0.666
'NotChainSuccession(01_HOOFD_011, 01_HOOFD_015)';'NotChainSuccession';'01_HOOFD_011';'01_HOOFD_015';0.964;0.642;0.642
'RespondedExistence(01_HOOFD_011, 01_HOOFD_020)';'RespondedExistence';'01_HOOFD_011';'01_HOOFD_020';0.999;0.665;0.665
'NotChainSuccession(01_HOOFD_011, 01_HOOFD_020)';'NotChainSuccession';'01_HOOFD_011';'01_HOOFD_020';0.593;0.395;0.395
'RespondedExistence(01_HOOFD_011, 01_HOOFD_030_1)';'RespondedExistence';'01_HOOFD_011';'01_HOOFD_030_1';0.959;0.639;0.612
'NotChainSuccession(01_HOOFD_011, 01_HOOFD_030_1)';'NotChainSuccession';'01_HOOFD_011';'01_HOOFD_030_1';0.997;0.664;0.636
'RespondedExistence(01_HOOFD_011, 01_HOOFD_030_2)';'RespondedExistence';'01_HOOFD_011';'01_HOOFD_030_2';0.925;0.616;0.575
'NotChainSuccession(01_HOOFD_011, 01_HOOFD_030_2)';'NotChainSuccession';'01_HOOFD_011';'01_HOOFD_030_2';1.000;0.666;0.621
'NotCoExistence(01_HOOFD_011, 01_HOOFD_040)';'NotCoExistence';'01_HOOFD_011';'01_HOOFD_040';1.000;0.309;0.206
'NotChainSuccession(01_HOOFD_011, 01_HOOFD_050)';'NotChainSuccession';'01_HOOFD_011';'01_HOOFD_050';1.000;0.334;0.223
'NotCoExistence(01_HOOFD_011, 01_HOOFD_060)';'NotCoExistence';'01_HOOFD_011';'01_HOOFD_060';1.000;0.300;0.200
'AlternateResponse(01_HOOFD_011, 01_HOOFD_061)';'AlternateResponse';'01_HOOFD_011';'01_HOOFD_061';0.752;0.500;0.250
'NotChainSuccession(01_HOOFD_011, 01_HOOFD_061)';'NotChainSuccession';'01_HOOFD_011';'01_HOOFD_061';1.000;0.500;0.333
'RespondedExistence(01_HOOFD_011, 01_HOOFD_065_0)';'RespondedExistence';'01_HOOFD_011';'01_HOOFD_065_0';0.673;0.448;0.201
'NotChainSuccession(01_HOOFD_011, 01_HOOFD_065_0)';'NotChainSuccession';'01_HOOFD_011';'01_HOOFD_065_0';1.000;0.448;0.298
'NotChainSuccession(01_HOOFD_011, 01_HOOFD_065_1)';'NotChainSuccession';'01_HOOFD_011';'01_HOOFD_065_1';1.000;0.494;0.329
'NotChainSuccession(01_HOOFD_011, 01_HOOFD_065_2)';'NotChainSuccession';'01_HOOFD_011';'01_HOOFD_065_2';1.000;0.424;0.282
'NotChainSuccession(01_HOOFD_011, 01_HOOFD_090)';'NotChainSuccession';'01_HOOFD_011';'01_HOOFD_090';1.000;0.216;0.144
'NotChainSuccession(01_HOOFD_011, 01_HOOFD_099)';'NotChainSuccession';'01_HOOFD_011';'01_HOOFD_099';1.000;0.071;0.047
'NotChainSuccession(01_HOOFD_011, 01_HOOFD_100)';'NotChainSuccession';'01_HOOFD_011';'01_HOOFD_100';1.000;0.176;0.117
'NotChainSuccession(01_HOOFD_011, 01_HOOFD_101)';'NotChainSuccession';'01_HOOFD_011';'01_HOOFD_101';1.000;0.182;0.121
'NotChainSuccession(01_HOOFD_011, 01_HOOFD_110)';'NotChainSuccession';'01_HOOFD_011';'01_HOOFD_110';1.000;0.358;0.239
'RespondedExistence(01_HOOFD_011, 01_HOOFD_110_0)';'RespondedExistence';'01_HOOFD_011';'01_HOOFD_110_0';0.661;0.440;0.194
'NotChainSuccession(01_HOOFD_011, 01_HOOFD_110_0)';'NotChainSuccession';'01_HOOFD_011';'01_HOOFD_110_0';1.000;0.440;0.293
'NotChainSuccession(01_HOOFD_011, 01_HOOFD_110_1)';'NotChainSuccession';'01_HOOFD_011';'01_HOOFD_110_1';1.000;0.160;0.106
'NotChainSuccession(01_HOOFD_011, 01_HOOFD_110_2)';'NotChainSuccession';'01_HOOFD_011';'01_HOOFD_110_2';1.000;0.160;0.107
'NotChainSuccession(01_HOOFD_011, 01_HOOFD_120)';'NotChainSuccession';'01_HOOFD_011';'01_HOOFD_120';1.000;0.356;0.237
'NotChainSuccession(01_HOOFD_011, 01_HOOFD_130)';'NotChainSuccession';'01_HOOFD_011';'01_HOOFD_130';1.000;0.207;0.137
'RespondedExistence(01_HOOFD_011, 01_HOOFD_180)';'RespondedExistence';'01_HOOFD_011';'01_HOOFD_180';0.912;0.607;0.546
'NotChainSuccession(01_HOOFD_011, 01_HOOFD_180)';'NotChainSuccession';'01_HOOFD_011';'01_HOOFD_180';1.000;0.666;0.599
'NotCoExistence(01_HOOFD_011, 01_HOOFD_190)';'NotCoExistence';'01_HOOFD_011';'01_HOOFD_190';1.000;0.127;0.085
