'Constraint';'Template';'Activation';'Target';'Support';'Confidence level';'Interest factor'
'NotChainSuccession(01_BB_540, 01_HOOFD_190_1)';'NotChainSuccession';'01_BB_540';'01_HOOFD_190_1';1.000;0.221;0.135
'NotChainSuccession(01_BB_540, 01_HOOFD_190_2)';'NotChainSuccession';'01_BB_540';'01_HOOFD_190_2';1.000;0.220;0.134
'NotSuccession(01_BB_540, 01_HOOFD_193)';'NotSuccession';'01_BB_540';'01_HOOFD_193';1.000;0.126;0.077
'RespondedExistence(01_BB_540, 01_HOOFD_195)';'RespondedExistence';'01_BB_540';'01_HOOFD_195';0.750;0.458;0.314
'NotChainSuccession(01_BB_540, 01_HOOFD_195)';'NotChainSuccession';'01_BB_540';'01_HOOFD_195';1.000;0.612;0.418
'NotChainSuccession(01_BB_540, 01_HOOFD_196)';'NotChainSuccession';'01_BB_540';'01_HOOFD_196';1.000;0.246;0.150
'RespondedExistence(01_BB_540, 01_HOOFD_200)';'RespondedExistence';'01_BB_540';'01_HOOFD_200';1.000;0.612;0.521
'NotChainSuccession(01_BB_540, 01_HOOFD_200)';'NotChainSuccession';'01_BB_540';'01_HOOFD_200';1.000;0.612;0.521
'NotChainSuccession(01_BB_540, 01_HOOFD_205)';'NotChainSuccession';'01_BB_540';'01_HOOFD_205';1.000;0.166;0.102
'NotSuccession(01_BB_540, 01_HOOFD_250)';'NotSuccession';'01_BB_540';'01_HOOFD_250';1.000;0.380;0.232
'NotSuccession(01_BB_540, 01_HOOFD_250_0)';'NotSuccession';'01_BB_540';'01_HOOFD_250_0';1.000;0.128;0.078
'NotChainSuccession(01_BB_540, 01_HOOFD_250_1)';'NotChainSuccession';'01_BB_540';'01_HOOFD_250_1';1.000;0.427;0.261
'NotChainSuccession(01_BB_540, 01_HOOFD_250_2)';'NotChainSuccession';'01_BB_540';'01_HOOFD_250_2';1.000;0.427;0.261
'NotSuccession(01_BB_540, 01_HOOFD_260)';'NotSuccession';'01_BB_540';'01_HOOFD_260';1.000;0.380;0.232
'NotSuccession(01_BB_540, 01_HOOFD_270)';'NotSuccession';'01_BB_540';'01_HOOFD_270';1.000;0.208;0.127
'RespondedExistence(01_BB_540, 01_HOOFD_330)';'RespondedExistence';'01_BB_540';'01_HOOFD_330';0.876;0.535;0.403
'NotChainSuccession(01_BB_540, 01_HOOFD_330)';'NotChainSuccession';'01_BB_540';'01_HOOFD_330';1.000;0.612;0.460
'RespondedExistence(01_BB_540, 01_HOOFD_370)';'RespondedExistence';'01_BB_540';'01_HOOFD_370';0.939;0.574;0.409
'NotChainSuccession(01_BB_540, 01_HOOFD_370)';'NotChainSuccession';'01_BB_540';'01_HOOFD_370';1.000;0.612;0.436
'RespondedExistence(01_BB_540, 01_HOOFD_375)';'RespondedExistence';'01_BB_540';'01_HOOFD_375';1.000;0.612;0.514
'NotChainSuccession(01_BB_540, 01_HOOFD_375)';'NotChainSuccession';'01_BB_540';'01_HOOFD_375';1.000;0.612;0.514
'RespondedExistence(01_BB_540, 01_HOOFD_380)';'RespondedExistence';'01_BB_540';'01_HOOFD_380';1.000;0.612;0.514
'NotChainSuccession(01_BB_540, 01_HOOFD_380)';'NotChainSuccession';'01_BB_540';'01_HOOFD_380';1.000;0.612;0.514
'RespondedExistence(01_BB_540, 01_HOOFD_430)';'RespondedExistence';'01_BB_540';'01_HOOFD_430';1.000;0.612;0.473
'NotChainSuccession(01_BB_540, 01_HOOFD_430)';'NotChainSuccession';'01_BB_540';'01_HOOFD_430';1.000;0.612;0.473
'NotSuccession(01_BB_540, 01_HOOFD_440_1)';'NotSuccession';'01_BB_540';'01_HOOFD_440_1';1.000;0.068;0.042
'NotSuccession(01_BB_540, 01_HOOFD_440_2)';'NotSuccession';'01_BB_540';'01_HOOFD_440_2';1.000;0.068;0.042
'NotSuccession(01_BB_540, 01_HOOFD_445)';'NotSuccession';'01_BB_540';'01_HOOFD_445';1.000;0.068;0.042
'NotCoExistence(01_BB_540, 01_HOOFD_446)';'NotCoExistence';'01_BB_540';'01_HOOFD_446';1.000;0.051;0.031
'NotSuccession(01_BB_540, 01_HOOFD_450)';'NotSuccession';'01_BB_540';'01_HOOFD_450';1.000;0.050;0.031
'NotSuccession(01_BB_540, 01_HOOFD_455)';'NotSuccession';'01_BB_540';'01_HOOFD_455';1.000;0.050;0.031
'NotSuccession(01_BB_540, 01_HOOFD_460)';'NotSuccession';'01_BB_540';'01_HOOFD_460';1.000;0.068;0.042
'NotSuccession(01_BB_540, 01_HOOFD_465)';'NotSuccession';'01_BB_540';'01_HOOFD_465';1.000;0.068;0.042
'NotSuccession(01_BB_540, 01_HOOFD_470)';'NotSuccession';'01_BB_540';'01_HOOFD_470';1.000;0.255;0.156
'NotSuccession(01_BB_540, 01_HOOFD_480)';'NotSuccession';'01_BB_540';'01_HOOFD_480';1.000;0.612;0.475
'RespondedExistence(01_BB_540, 01_HOOFD_490_1)';'RespondedExistence';'01_BB_540';'01_HOOFD_490_1';1.000;0.612;0.512
'NotChainSuccession(01_BB_540, 01_HOOFD_490_1)';'NotChainSuccession';'01_BB_540';'01_HOOFD_490_1';1.000;0.612;0.512
'NotChainSuccession(01_BB_540, 01_HOOFD_490_1a)';'NotChainSuccession';'01_BB_540';'01_HOOFD_490_1a';1.000;0.363;0.222
'RespondedExistence(01_BB_540, 01_HOOFD_490_2)';'RespondedExistence';'01_BB_540';'01_HOOFD_490_2';0.980;0.599;0.487
'NotChainSuccession(01_BB_540, 01_HOOFD_490_2)';'NotChainSuccession';'01_BB_540';'01_HOOFD_490_2';1.000;0.612;0.497
'NotSuccession(01_BB_540, 01_HOOFD_490_3)';'NotSuccession';'01_BB_540';'01_HOOFD_490_3';1.000;0.283;0.173
'NotChainSuccession(01_BB_540, 01_HOOFD_490_4)';'NotChainSuccession';'01_BB_540';'01_HOOFD_490_4';0.998;0.455;0.278
'NotChainSuccession(01_BB_540, 01_HOOFD_490_5)';'NotChainSuccession';'01_BB_540';'01_HOOFD_490_5';0.997;0.431;0.264
'NotChainSuccession(01_BB_540, 01_HOOFD_490_5a)';'NotChainSuccession';'01_BB_540';'01_HOOFD_490_5a';0.993;0.356;0.218
'NotSuccession(01_BB_540, 01_HOOFD_491)';'NotSuccession';'01_BB_540';'01_HOOFD_491';0.999;0.547;0.334
'NotChainSuccession(01_BB_540, 01_HOOFD_494a)';'NotChainSuccession';'01_BB_540';'01_HOOFD_494a';1.000;0.359;0.220
'RespondedExistence(01_BB_540, 01_HOOFD_495)';'RespondedExistence';'01_BB_540';'01_HOOFD_495';0.720;0.440;0.282
'NotChainSuccession(01_BB_540, 01_HOOFD_495)';'NotChainSuccession';'01_BB_540';'01_HOOFD_495';0.999;0.611;0.391
'RespondedExistence(01_BB_540, 01_HOOFD_500)';'RespondedExistence';'01_BB_540';'01_HOOFD_500';0.519;0.317;0.161
'NotChainSuccession(01_BB_540, 01_HOOFD_500)';'NotChainSuccession';'01_BB_540';'01_HOOFD_500';0.995;0.505;0.309
'NotChainSuccession(01_BB_540, 01_HOOFD_510_0)';'NotChainSuccession';'01_BB_540';'01_HOOFD_510_0';1.000;0.359;0.220
'RespondedExistence(01_BB_540, 01_HOOFD_510_1)';'RespondedExistence';'01_BB_540';'01_HOOFD_510_1';0.992;0.606;0.498
'NotChainSuccession(01_BB_540, 01_HOOFD_510_1)';'NotChainSuccession';'01_BB_540';'01_HOOFD_510_1';0.999;0.611;0.502
'RespondedExistence(01_BB_540, 01_HOOFD_510_2)';'RespondedExistence';'01_BB_540';'01_HOOFD_510_2';1.000;0.612;0.507
'NotChainSuccession(01_BB_540, 01_HOOFD_510_2)';'NotChainSuccession';'01_BB_540';'01_HOOFD_510_2';0.999;0.611;0.506
'NotChainSuccession(01_BB_540, 01_HOOFD_510_2a)';'NotChainSuccession';'01_BB_540';'01_HOOFD_510_2a';0.996;0.358;0.219
'NotChainSuccession(01_BB_540, 01_HOOFD_510_3)';'NotChainSuccession';'01_BB_540';'01_HOOFD_510_3';0.997;0.432;0.264
'NotChainSuccession(01_BB_540, 01_HOOFD_510_4)';'NotChainSuccession';'01_BB_540';'01_HOOFD_510_4';0.997;0.425;0.260
'NotChainSuccession(01_BB_540, 01_HOOFD_515)';'NotChainSuccession';'01_BB_540';'01_HOOFD_515';0.995;0.431;0.264
'NotChainSuccession(01_BB_540, 01_HOOFD_516)';'NotChainSuccession';'01_BB_540';'01_HOOFD_516';1.000;0.099;0.060
'NotChainSuccession(01_BB_540, 01_HOOFD_519)';'NotChainSuccession';'01_BB_540';'01_HOOFD_519';1.000;0.142;0.087
'RespondedExistence(01_BB_540, 01_HOOFD_520)';'RespondedExistence';'01_BB_540';'01_HOOFD_520';0.587;0.359;0.142
'NotSuccession(01_BB_540, 01_HOOFD_520)';'NotSuccession';'01_BB_540';'01_HOOFD_520';0.998;0.395;0.241
'RespondedExistence(01_BB_540, 01_HOOFD_530)';'RespondedExistence';'01_BB_540';'01_HOOFD_530';0.587;0.359;0.142
'NotChainSuccession(01_BB_540, 01_HOOFD_530)';'NotChainSuccession';'01_BB_540';'01_HOOFD_530';0.998;0.395;0.241
'NotChainSuccession(01_BB_540, 01_HOOFD_532_0)';'NotChainSuccession';'01_BB_540';'01_HOOFD_532_0';1.000;0.120;0.074
'NotSuccession(01_BB_540, 01_HOOFD_540)';'NotSuccession';'01_BB_540';'01_HOOFD_540';1.000;0.110;0.067
'NotChainSuccession(01_BB_540, 01_HOOFD_790)';'NotChainSuccession';'01_BB_540';'01_HOOFD_790';0.771;0.182;0.111
'NotChainSuccession(01_BB_540, 01_HOOFD_800)';'NotChainSuccession';'01_BB_540';'01_HOOFD_800';1.000;0.107;0.066
'NotChainSuccession(01_BB_540, 01_HOOFD_809)';'NotChainSuccession';'01_BB_540';'01_HOOFD_809';0.970;0.183;0.112
'NotChainSuccession(01_BB_540, 01_HOOFD_809c)';'NotChainSuccession';'01_BB_540';'01_HOOFD_809c';0.976;0.119;0.073
'RespondedExistence(01_BB_540, 01_HOOFD_810)';'RespondedExistence';'01_BB_540';'01_HOOFD_810';0.624;0.381;0.186
'NotChainSuccession(01_BB_540, 01_HOOFD_810)';'NotChainSuccession';'01_BB_540';'01_HOOFD_810';0.931;0.454;0.278
'NotChainSuccession(01_BB_540, 01_HOOFD_811)';'NotChainSuccession';'01_BB_540';'01_HOOFD_811';0.940;0.216;0.132
'NotChainSuccession(01_BB_540, 01_HOOFD_814)';'NotChainSuccession';'01_BB_540';'01_HOOFD_814';0.959;0.298;0.182
'NotChainSuccession(01_BB_540, 01_HOOFD_815)';'NotChainSuccession';'01_BB_540';'01_HOOFD_815';0.972;0.302;0.185
'AlternateResponse(01_BB_540, 01_HOOFD_820)';'AlternateResponse';'01_BB_540';'01_HOOFD_820';0.593;0.362;0.169
'NotChainSuccession(01_BB_540, 01_HOOFD_820)';'NotChainSuccession';'01_BB_540';'01_HOOFD_820';0.976;0.454;0.278
'NotSuccession(01_BB_540, 02_DRZ_010)';'NotSuccession';'01_BB_540';'02_DRZ_010';1.000;0.612;0.407
'NotSuccession(01_BB_540, 03_GBH_005)';'NotSuccession';'01_BB_540';'03_GBH_005';1.000;0.612;0.377
'NotSuccession(01_BB_540, 04_BPT_005)';'NotSuccession';'01_BB_540';'04_BPT_005';1.000;0.612;0.410
'NotSuccession(01_BB_540, 04_BPT_010)';'NotSuccession';'01_BB_540';'04_BPT_010';1.000;0.066;0.040
'NotSuccession(01_BB_540, 04_BPT_020)';'NotSuccession';'01_BB_540';'04_BPT_020';1.000;0.084;0.051
'NotSuccession(01_BB_540, 04_BPT_021)';'NotSuccession';'01_BB_540';'04_BPT_021';1.000;0.052;0.032
'NotSuccession(01_BB_540, 04_BPT_029)';'NotSuccession';'01_BB_540';'04_BPT_029';1.000;0.052;0.032
'NotSuccession(01_BB_540, 04_BPT_030)';'NotSuccession';'01_BB_540';'04_BPT_030';1.000;0.073;0.044
'RespondedExistence(01_BB_540, 05_EIND_010)';'RespondedExistence';'01_BB_540';'05_EIND_010';0.878;0.537;0.413
'NotChainSuccession(01_BB_540, 05_EIND_010)';'NotChainSuccession';'01_BB_540';'05_EIND_010';1.000;0.612;0.470
'RespondedExistence(01_BB_540, 06_VD_010)';'RespondedExistence';'01_BB_540';'06_VD_010';0.570;0.349;0.147
'NotChainSuccession(01_BB_540, 06_VD_010)';'NotChainSuccession';'01_BB_540';'06_VD_010';1.000;0.423;0.259
'NotSuccession(01_BB_540, 07_OPS_010)';'NotSuccession';'01_BB_540';'07_OPS_010';1.000;0.233;0.142
'NotChainSuccession(01_BB_540, 08_AWB45_005)';'NotChainSuccession';'01_BB_540';'08_AWB45_005';1.000;0.520;0.318
'NotSuccession(01_BB_540, 08_AWB45_010)';'NotSuccession';'01_BB_540';'08_AWB45_010';1.000;0.312;0.191
'NotSuccession(01_BB_540, 08_AWB45_020_0)';'NotSuccession';'01_BB_540';'08_AWB45_020_0';1.000;0.133;0.081
'NotSuccession(01_BB_540, 08_AWB45_020_1)';'NotSuccession';'01_BB_540';'08_AWB45_020_1';1.000;0.310;0.189
'NotSuccession(01_BB_540, 08_AWB45_020_2)';'NotSuccession';'01_BB_540';'08_AWB45_020_2';1.000;0.309;0.189
'NotSuccession(01_BB_540, 08_AWB45_025)';'NotSuccession';'01_BB_540';'08_AWB45_025';1.000;0.183;0.112
'NotSuccession(01_BB_540, 08_AWB45_030)';'NotSuccession';'01_BB_540';'08_AWB45_030';1.000;0.295;0.180
'NotSuccession(01_BB_540, 08_AWB45_040)';'NotSuccession';'01_BB_540';'08_AWB45_040';1.000;0.240;0.147
'NotChainSuccession(01_BB_540, 08_AWB45_045)';'NotChainSuccession';'01_BB_540';'08_AWB45_045';1.000;0.144;0.088
'NotSuccession(01_BB_540, 08_AWB45_051_0)';'NotSuccession';'01_BB_540';'08_AWB45_051_0';1.000;0.125;0.077
'NotSuccession(01_BB_540, 08_AWB45_060)';'NotSuccession';'01_BB_540';'08_AWB45_060';1.000;0.068;0.042
'NotCoExistence(01_BB_540, 08_AWB45_070_1)';'NotCoExistence';'01_BB_540';'08_AWB45_070_1';1.000;0.067;0.041
'NotCoExistence(01_BB_540, 08_AWB45_070_2)';'NotCoExistence';'01_BB_540';'08_AWB45_070_2';1.000;0.067;0.041
'NotCoExistence(01_BB_540, 08_AWB45_090_2)';'NotCoExistence';'01_BB_540';'08_AWB45_090_2';1.000;0.066;0.040
'NotCoExistence(01_BB_540, 08_AWB45_110)';'NotCoExistence';'01_BB_540';'08_AWB45_110';1.000;0.063;0.039
'NotCoExistence(01_BB_540, 08_AWB45_150)';'NotCoExistence';'01_BB_540';'08_AWB45_150';1.000;0.062;0.038
'NotSuccession(01_BB_540, 08_AWB45_170)';'NotSuccession';'01_BB_540';'08_AWB45_170';1.000;0.054;0.033
'RespondedExistence(01_BB_540, 09_AH_I_010)';'RespondedExistence';'01_BB_540';'09_AH_I_010';1.000;0.612;0.514
'NotChainSuccession(01_BB_540, 09_AH_I_010)';'NotChainSuccession';'01_BB_540';'09_AH_I_010';1.000;0.612;0.514
'NotSuccession(01_BB_540, 09_AWB45_005)';'NotSuccession';'01_BB_540';'09_AWB45_005';1.000;0.129;0.079
'NotSuccession(01_BB_540, 10_UOV_010)';'NotSuccession';'01_BB_540';'10_UOV_010';1.000;0.067;0.041
'NotSuccession(01_BB_540, 10_UOV_030)';'NotSuccession';'01_BB_540';'10_UOV_030';1.000;0.067;0.041
'NotSuccession(01_BB_540, 10_UOV_050_1)';'NotSuccession';'01_BB_540';'10_UOV_050_1';1.000;0.063;0.039
'NotSuccession(01_BB_540, 10_UOV_050_2)';'NotSuccession';'01_BB_540';'10_UOV_050_2';1.000;0.067;0.041
'NotSuccession(01_BB_540, 10_UOV_060)';'NotSuccession';'01_BB_540';'10_UOV_060';1.000;0.067;0.041
'NotSuccession(01_BB_540, 11_AH_II_010)';'NotSuccession';'01_BB_540';'11_AH_II_010';1.000;0.580;0.354
'NotSuccession(01_BB_540, 13_CRD_010)';'NotSuccession';'01_BB_540';'13_CRD_010';1.000;0.362;0.222
'NotSuccession(01_BB_540, 14_VRIJ_010)';'NotSuccession';'01_BB_540';'14_VRIJ_010';0.997;0.465;0.284
'NotSuccession(01_BB_540, 15_NGV_010)';'NotSuccession';'01_BB_540';'15_NGV_010';1.000;0.164;0.101
'NotChainSuccession(01_BB_540, 16_LGSD_010)';'NotChainSuccession';'01_BB_540';'16_LGSD_010';1.000;0.273;0.167
'NotSuccession(01_BB_540, 16_LGSV_010)';'NotSuccession';'01_BB_540';'16_LGSV_010';1.000;0.364;0.223
'AlternatePrecedence(01_HOOFD_010, 01_BB_540)';'AlternatePrecedence';'01_BB_540';'01_HOOFD_010';0.999;0.997;0.610
'AlternatePrecedence(01_HOOFD_011, 01_BB_540)';'AlternatePrecedence';'01_BB_540';'01_HOOFD_011';0.576;0.388;0.237
'AlternatePrecedence(01_HOOFD_030_1, 01_BB_540)';'AlternatePrecedence';'01_BB_540';'01_HOOFD_030_1';0.942;0.893;0.546
'AlternatePrecedence(01_HOOFD_065_2, 01_BB_540)';'AlternatePrecedence';'01_BB_540';'01_HOOFD_065_2';0.697;0.371;0.227
'AlternatePrecedence(01_HOOFD_250, 01_BB_540)';'AlternatePrecedence';'01_BB_540';'01_HOOFD_250';0.569;0.216;0.132
'AlternatePrecedence(01_HOOFD_260, 01_BB_540)';'AlternatePrecedence';'01_BB_540';'01_HOOFD_260';0.569;0.216;0.132
'AlternatePrecedence(01_HOOFD_480, 01_BB_540)';'AlternatePrecedence';'01_BB_540';'01_HOOFD_480';1.000;0.777;0.475
'AlternatePrecedence(01_HOOFD_491, 01_BB_540)';'AlternatePrecedence';'01_BB_540';'01_HOOFD_491';0.587;0.321;0.197
'AlternatePrecedence(02_DRZ_010, 01_BB_540)';'AlternatePrecedence';'01_BB_540';'02_DRZ_010';0.576;0.383;0.234
'AlternatePrecedence(03_GBH_005, 01_BB_540)';'AlternatePrecedence';'01_BB_540';'03_GBH_005';0.680;0.420;0.257
'AlternatePrecedence(04_BPT_005, 01_BB_540)';'AlternatePrecedence';'01_BB_540';'04_BPT_005';0.576;0.386;0.236
'AlternatePrecedence(11_AH_II_010, 01_BB_540)';'AlternatePrecedence';'01_BB_540';'11_AH_II_010';0.608;0.353;0.216
'NotSuccession(01_BB_630, 01_BB_540)';'NotSuccession';'01_BB_630';'01_BB_540';1.000;0.064;0.039
'RespondedExistence(01_BB_630, 01_BB_770)';'RespondedExistence';'01_BB_630';'01_BB_770';0.962;0.062;0.040
'NotChainSuccession(01_BB_630, 01_BB_770)';'NotChainSuccession';'01_BB_630';'01_BB_770';0.981;0.063;0.041
'NotSuccession(01_BB_630, 01_HOOFD_010)';'NotSuccession';'01_BB_630';'01_HOOFD_010';1.000;0.064;0.064
'NotSuccession(01_BB_630, 01_HOOFD_011)';'NotSuccession';'01_BB_630';'01_HOOFD_011';1.000;0.064;0.043
'NotSuccession(01_BB_630, 01_HOOFD_015)';'NotSuccession';'01_BB_630';'01_HOOFD_015';1.000;0.064;0.064
'NotSuccession(01_BB_630, 01_HOOFD_020)';'NotSuccession';'01_BB_630';'01_HOOFD_020';1.000;0.064;0.064
'NotSuccession(01_BB_630, 01_HOOFD_030_1)';'NotSuccession';'01_BB_630';'01_HOOFD_030_1';1.000;0.064;0.061
'NotSuccession(01_BB_630, 01_HOOFD_030_2)';'NotSuccession';'01_BB_630';'01_HOOFD_030_2';1.000;0.064;0.060
'NotSuccession(01_BB_630, 01_HOOFD_040)';'NotSuccession';'01_BB_630';'01_HOOFD_040';1.000;0.064;0.021
'NotSuccession(01_BB_630, 01_HOOFD_050)';'NotSuccession';'01_BB_630';'01_HOOFD_050';1.000;0.064;0.031
'NotSuccession(01_BB_630, 01_HOOFD_060)';'NotSuccession';'01_BB_630';'01_HOOFD_060';1.000;0.064;0.021
'NotSuccession(01_BB_630, 01_HOOFD_061)';'NotSuccession';'01_BB_630';'01_HOOFD_061';1.000;0.064;0.031
'NotSuccession(01_BB_630, 01_HOOFD_065_0)';'NotSuccession';'01_BB_630';'01_HOOFD_065_0';1.000;0.064;0.029
'NotSuccession(01_BB_630, 01_HOOFD_065_1)';'NotSuccession';'01_BB_630';'01_HOOFD_065_1';1.000;0.064;0.034
'NotSuccession(01_BB_630, 01_HOOFD_065_2)';'NotSuccession';'01_BB_630';'01_HOOFD_065_2';1.000;0.064;0.034
'NotSuccession(01_BB_630, 01_HOOFD_110)';'NotSuccession';'01_BB_630';'01_HOOFD_110';1.000;0.064;0.027
'NotSuccession(01_BB_630, 01_HOOFD_110_0)';'NotSuccession';'01_BB_630';'01_HOOFD_110_0';1.000;0.064;0.027
'NotSuccession(01_BB_630, 01_HOOFD_110_1)';'NotSuccession';'01_BB_630';'01_HOOFD_110_1';1.000;0.064;0.026
'NotSuccession(01_BB_630, 01_HOOFD_110_2)';'NotSuccession';'01_BB_630';'01_HOOFD_110_2';1.000;0.064;0.026
'NotSuccession(01_BB_630, 01_HOOFD_120)';'NotSuccession';'01_BB_630';'01_HOOFD_120';1.000;0.064;0.027
'NotSuccession(01_BB_630, 01_HOOFD_180)';'NotSuccession';'01_BB_630';'01_HOOFD_180';1.000;0.064;0.060
'RespondedExistence(01_BB_630, 01_HOOFD_195)';'RespondedExistence';'01_BB_630';'01_HOOFD_195';0.782;0.050;0.034
'NotChainSuccession(01_BB_630, 01_HOOFD_195)';'NotChainSuccession';'01_BB_630';'01_HOOFD_195';1.000;0.064;0.044
'NotSuccession(01_BB_630, 01_HOOFD_200)';'NotSuccession';'01_BB_630';'01_HOOFD_200';1.000;0.064;0.055
'NotSuccession(01_BB_630, 01_HOOFD_250)';'NotSuccession';'01_BB_630';'01_HOOFD_250';1.000;0.064;0.024
'NotSuccession(01_BB_630, 01_HOOFD_250_1)';'NotSuccession';'01_BB_630';'01_HOOFD_250_1';1.000;0.064;0.027
'NotSuccession(01_BB_630, 01_HOOFD_250_2)';'NotSuccession';'01_BB_630';'01_HOOFD_250_2';1.000;0.064;0.027
